date,FTSE 100,AstraZeneca PLC,HSBC Holdings PLC,Linde PLC,Shell PLC,Unilever PLC
2021-06-16,53.32,77.53,69.26,48.66,47.17,63.09
2021-06-17,61.74,78.72,45.86,48.62,54.26,68.61
2021-06-18,76.17,68.14,73.95,40.14,66.29,57.85
2021-06-19,53.88,71.77,56.76,45.63,53.93,50.98
2021-06-20,44.33,47.1,44.57,63.69,47.08,54.96
2021-06-21,70.97,51.41,69.34,62.66,67.27,53.44
2021-06-22,41.12,55.5,57.82,71.28,63.55,60.88
2021-06-23,53.79,40.2,73.91,48.77,50.34,40.47
2021-06-24,41.56,50.95,56.27,75.46,68.38,78.3
2021-06-25,45.69,54.19,64.22,71.1,77.64,44.13
2021-06-26,57.99,59.96,47.77,62.28,77.56,50.37
2021-06-27,55.05,65.31,53.84,57.73,69.66,41.13
2021-06-28,77.06,73.24,68.01,49.32,40.66,76.14
2021-06-29,68.14,45.29,52.9,68.89,50.48,65.33
2021-06-30,68.49,71.12,51.25,43.46,44.04,65.7
2021-07-01,51.3,70.18,66.02,48.31,41.35,60.07
2021-07-02,65.06,71.31,49.08,76.74,76.21,75.3
2021-07-03,44.21,40.12,54.87,75.16,56.22,68.62
2021-07-04,52.95,53.04,47.07,46.63,46.57,40.98
2021-07-05,68.16,41.64,68.79,79.51,52.17,47.23
2021-07-06,66.47,68.19,45.62,72.01,75.79,66.68
2021-07-07,59.33,42.57,58.44,53.87,73.29,60.25
2021-07-08,77.5,72.38,69.0,71.42,43.28,73.41
2021-07-09,41.87,62.46,46.57,79.15,71.19,52.72
2021-07-10,73.91,46.38,74.42,78.55,51.03,58.81
2021-07-11,71.46,52.16,44.44,50.52,45.34,70.18
2021-07-12,58.94,48.97,54.15,68.48,75.12,57.29
2021-07-13,79.47,59.36,53.49,62.33,54.3,42.43
2021-07-14,74.18,69.81,76.55,67.08,78.37,64.77
2021-07-15,50.3,67.58,46.39,63.45,78.21,41.47
2021-07-16,41.94,69.27,73.15,52.67,43.63,49.14
2021-07-17,76.97,75.95,51.79,55.95,58.02,42.92
2021-07-18,58.57,69.96,44.24,42.3,47.57,71.03
2021-07-19,54.36,68.43,68.65,61.28,52.83,42.26
2021-07-20,71.9,50.3,71.73,62.81,65.23,73.29
2021-07-21,44.63,66.92,50.21,73.51,54.61,40.0
2021-07-22,43.09,41.24,58.92,69.81,78.23,66.21
2021-07-23,44.2,70.38,69.83,68.53,55.39,70.21
2021-07-24,48.11,70.27,68.82,66.59,59.48,40.37
2021-07-25,47.48,57.36,56.2,65.08,45.19,43.38
2021-07-26,68.57,54.12,52.57,66.66,69.69,79.54
2021-07-27,73.75,73.86,57.63,49.86,66.34,75.51
2021-07-28,51.57,42.12,55.11,64.59,58.35,50.29
2021-07-29,58.17,49.02,47.0,62.89,41.5,65.36
2021-07-30,74.71,78.81,62.91,71.36,74.43,74.54
2021-07-31,55.81,41.79,46.54,60.92,76.59,51.64
2021-08-01,47.17,42.7,59.68,70.57,78.02,72.35
2021-08-02,73.64,46.92,72.39,66.48,57.17,73.88
2021-08-03,52.81,67.9,57.86,42.2,48.2,44.0
2021-08-04,69.08,45.52,45.85,68.01,54.48,57.39
2021-08-05,45.29,47.41,57.67,67.4,68.96,55.48
2021-08-06,59.93,60.07,41.9,71.28,47.02,77.75
2021-08-07,57.83,69.04,79.18,72.1,65.4,74.37
2021-08-08,65.17,43.68,73.49,41.64,46.67,79.98
2021-08-09,64.28,44.87,76.63,48.79,53.63,59.11
2021-08-10,60.83,74.93,79.76,51.28,67.97,78.63
2021-08-11,68.38,76.3,51.66,56.55,74.82,56.43
2021-08-12,75.31,75.44,50.96,49.0,54.06,47.82
2021-08-13,71.19,42.44,79.43,79.27,58.62,66.7
2021-08-14,69.34,54.34,55.03,69.93,47.15,69.7
2021-08-15,65.18,45.83,54.09,40.6,42.32,46.54
2021-08-16,43.4,66.88,75.67,77.34,74.54,50.8
2021-08-17,45.56,40.7,78.3,44.92,40.23,77.01
2021-08-18,49.15,54.91,67.28,54.8,71.66,52.79
2021-08-19,60.93,42.08,66.67,41.48,41.02,56.49
2021-08-20,61.27,48.78,62.58,53.59,50.98,78.24
2021-08-21,72.78,71.32,78.72,41.35,68.72,41.4
2021-08-22,49.0,67.64,79.99,61.83,79.79,42.55
2021-08-23,44.04,54.58,66.15,47.93,52.11,66.76
2021-08-24,49.74,70.48,43.37,77.04,60.67,61.52
2021-08-25,62.63,47.97,73.16,52.89,65.19,71.29
2021-08-26,77.55,64.63,51.48,70.29,66.63,74.98
2021-08-27,51.25,44.67,76.53,74.96,49.92,40.74
2021-08-28,70.31,60.46,45.34,67.06,60.19,56.39
2021-08-29,73.39,46.86,76.03,79.29,49.76,71.71
2021-08-30,78.54,51.42,48.45,46.1,64.03,77.93
2021-08-31,77.07,59.48,75.24,66.81,73.16,48.92
2021-09-01,54.69,65.12,72.73,53.02,55.96,71.38
2021-09-02,78.18,70.47,48.24,74.61,54.51,46.72
2021-09-03,72.69,42.45,69.55,66.13,54.44,66.29
2021-09-04,44.64,48.78,41.78,73.35,79.62,57.46
2021-09-05,49.78,69.08,41.23,69.75,48.39,44.63
2021-09-06,43.9,72.67,40.75,58.94,78.94,51.76
2021-09-07,49.03,78.88,60.52,63.83,61.69,77.77
2021-09-08,76.82,69.27,49.63,66.77,60.63,56.01
2021-09-09,59.77,56.84,45.25,53.57,79.57,51.76
2021-09-10,42.0,79.84,48.5,51.59,46.3,78.95
2021-09-11,61.59,65.87,77.52,73.35,65.34,68.48
2021-09-12,74.64,50.04,46.3,63.76,44.0,76.16
2021-09-13,57.0,67.76,72.01,57.92,62.58,61.63
2021-09-14,56.36,59.49,71.04,54.04,63.31,61.64
2021-09-15,74.57,66.17,49.95,74.2,43.09,65.8
2021-09-16,72.75,64.56,62.74,60.92,74.91,50.96
2021-09-17,47.66,65.81,59.92,76.13,49.58,41.94
2021-09-18,53.18,61.18,69.58,64.38,75.1,63.56
2021-09-19,60.07,41.36,55.77,48.37,55.28,79.97
2021-09-20,41.45,71.29,42.52,66.39,45.64,60.69
2021-09-21,63.87,45.45,40.87,45.46,66.79,68.77
2021-09-22,42.24,60.27,69.77,55.42,57.39,45.82
2021-09-23,54.29,44.62,54.73,64.15,61.52,68.76
2021-09-24,62.11,66.08,77.41,60.96,68.29,70.09
2021-09-25,49.28,53.78,43.45,78.96,45.11,74.38
2021-09-26,48.84,63.41,45.48,48.63,45.32,62.54
2021-09-27,75.1,76.45,74.12,54.2,54.99,48.07
2021-09-28,60.93,71.25,46.97,71.91,68.65,49.9
2021-09-29,70.78,78.68,59.73,56.45,43.64,49.24
2021-09-30,49.98,49.51,55.69,57.41,40.53,57.37
2021-10-01,56.89,54.5,42.57,54.12,43.0,42.41
2021-10-02,51.08,58.02,41.79,64.28,56.99,54.11
2021-10-03,73.11,77.91,54.73,44.37,58.79,64.64
2021-10-04,74.42,70.4,66.28,78.34,52.15,79.79
2021-10-05,70.06,67.71,43.7,68.26,61.07,70.45
2021-10-06,69.14,73.86,73.45,72.61,47.71,62.06
2021-10-07,72.28,49.74,42.39,63.64,63.61,58.15
2021-10-08,63.57,58.57,46.66,49.51,63.96,43.72
2021-10-09,51.63,55.97,44.67,41.07,60.46,77.95
2021-10-10,49.55,67.77,77.3,58.13,58.81,67.6
2021-10-11,75.08,74.4,65.01,79.65,69.51,56.27
2021-10-12,47.11,68.57,42.95,77.67,57.41,55.32
2021-10-13,69.02,66.99,58.94,41.29,47.16,51.9
2021-10-14,76.74,70.88,72.59,79.28,74.8,45.44
2021-10-15,47.32,45.99,49.41,51.07,58.04,53.18
2021-10-16,68.86,63.01,66.55,56.43,57.83,51.42
2021-10-17,68.26,48.32,40.8,59.52,79.59,41.85
2021-10-18,42.35,79.68,56.82,40.07,67.72,61.53
2021-10-19,77.92,69.49,62.71,55.63,69.41,71.4
2021-10-20,74.79,42.31,62.36,72.58,50.52,66.78
2021-10-21,61.44,77.31,59.97,42.76,44.07,74.57
2021-10-22,75.3,76.08,58.03,46.1,54.31,64.86
2021-10-23,55.72,55.76,69.81,40.62,45.72,45.3
2021-10-24,51.4,53.21,40.15,43.38,40.42,59.06
2021-10-25,49.58,77.5,55.68,53.63,64.56,48.51
2021-10-26,70.25,54.88,55.31,60.97,66.69,71.9
2021-10-27,51.35,54.18,45.92,68.12,70.18,55.83
2021-10-28,79.43,59.26,42.35,50.23,40.1,41.83
2021-10-29,75.18,61.17,50.21,76.59,60.36,66.24
2021-10-30,49.77,68.6,61.79,79.15,56.82,63.62
2021-10-31,70.52,57.36,74.58,66.03,54.96,69.81
2021-11-01,61.08,43.0,68.55,73.41,73.57,66.82
2021-11-02,46.14,74.24,66.52,57.57,45.09,62.32
2021-11-03,79.88,51.65,75.23,45.72,49.05,47.38
2021-11-04,66.63,69.54,69.14,58.87,47.95,66.83
2021-11-05,64.94,40.76,51.51,45.93,72.16,65.77
2021-11-06,70.77,46.02,70.53,51.47,61.49,66.45
2021-11-07,74.82,40.44,50.34,73.4,70.9,42.24
2021-11-08,77.38,73.07,49.51,61.62,73.28,49.41
2021-11-09,48.37,60.62,41.69,78.7,57.54,41.78
2021-11-10,52.42,56.64,44.11,76.9,72.66,41.85
2021-11-11,79.94,47.53,62.76,51.09,49.89,76.45
2021-11-12,79.32,44.26,75.58,46.89,47.24,40.35
2021-11-13,73.27,60.39,46.88,70.4,56.41,68.36
2021-11-14,46.98,47.01,64.85,68.44,58.56,45.88
2021-11-15,43.92,40.45,54.1,54.77,48.54,60.0
2021-11-16,72.32,63.12,79.84,74.86,64.64,47.86
2021-11-17,55.05,51.09,51.12,52.37,48.33,60.41
2021-11-18,51.39,51.04,41.8,74.09,57.68,40.17
2021-11-19,73.05,75.73,52.06,45.74,64.47,48.02
2021-11-20,68.54,63.43,59.23,54.32,60.28,56.84
2021-11-21,72.73,74.33,57.2,58.09,54.02,51.04
2021-11-22,73.76,67.54,76.41,69.94,49.45,64.15
2021-11-23,71.09,44.66,70.27,65.76,54.51,41.83
2021-11-24,53.44,51.96,57.83,79.72,59.01,43.31
2021-11-25,63.88,52.51,78.42,78.24,57.97,57.88
2021-11-26,76.73,60.78,70.33,70.62,53.51,44.08
2021-11-27,64.02,45.35,45.75,53.71,57.92,40.22
2021-11-28,51.77,46.54,55.09,43.72,78.24,63.23
2021-11-29,73.6,40.54,62.44,57.78,41.42,64.89
2021-11-30,58.47,48.68,70.66,78.57,72.82,70.45
2021-12-01,48.7,50.65,76.27,60.19,45.2,50.47
2021-12-02,50.6,56.31,47.26,55.81,64.06,69.77
2021-12-03,78.09,63.32,49.1,73.19,57.28,66.56
2021-12-04,61.14,45.33,79.63,50.02,55.91,76.48
2021-12-05,73.56,64.49,64.33,50.89,47.86,76.09
2021-12-06,41.3,57.85,65.22,55.53,50.47,68.33
2021-12-07,51.63,43.87,45.35,48.8,77.28,63.7
2021-12-08,66.99,56.33,46.03,41.98,44.93,75.57
2021-12-09,60.74,61.79,68.36,52.37,54.83,46.21
2021-12-10,59.07,70.42,70.55,45.5,54.12,54.86
2021-12-11,77.02,53.79,63.87,66.24,57.17,40.85
2021-12-12,53.7,67.89,62.54,41.85,64.39,56.99
2021-12-13,75.65,72.32,51.87,55.75,76.92,65.22
2021-12-14,56.61,46.97,46.3,56.18,51.63,72.77
2021-12-15,48.66,40.87,74.19,48.88,57.23,40.35
2021-12-16,48.94,46.02,69.03,63.39,55.6,60.93
2021-12-17,68.62,48.74,61.77,70.14,65.65,56.97
2021-12-18,60.66,42.26,67.37,49.85,68.76,40.84
2021-12-19,51.61,51.77,66.26,56.08,62.69,75.71
2021-12-20,51.52,61.51,76.97,53.42,50.08,73.67
2021-12-21,46.13,47.12,63.36,70.03,48.61,75.8
2021-12-22,61.32,65.36,55.87,50.31,47.01,61.08
2021-12-23,51.48,72.16,56.63,43.44,62.76,54.53
2021-12-24,75.43,59.71,49.47,58.86,78.08,54.84
2021-12-25,40.37,68.62,79.26,64.98,59.76,70.59
2021-12-26,53.61,64.02,59.04,47.02,56.81,78.26
2021-12-27,57.81,47.04,62.46,78.44,66.03,63.15
2021-12-28,76.68,54.42,43.42,65.95,61.67,72.02
2021-12-29,57.59,76.54,41.36,60.69,58.48,51.56
2021-12-30,53.09,49.49,41.98,50.78,49.58,43.43
2021-12-31,51.01,63.28,73.04,62.86,63.6,41.19
2022-01-01,41.96,72.16,75.66,59.14,74.72,48.9
2022-01-02,71.93,78.3,45.18,73.35,49.23,46.17
2022-01-03,46.9,40.74,71.02,58.51,49.83,51.52
2022-01-04,64.6,77.53,47.54,52.91,77.69,67.45
2022-01-05,65.69,45.33,58.49,60.51,52.49,56.18
2022-01-06,41.02,68.44,71.24,75.22,47.32,52.42
2022-01-07,64.63,69.6,79.07,55.56,41.87,40.07
2022-01-08,64.95,45.7,62.5,70.05,40.66,54.62
2022-01-09,73.94,54.98,58.12,62.7,41.81,41.06
2022-01-10,73.35,62.98,75.6,68.31,41.98,73.96
2022-01-11,62.3,49.54,44.82,44.75,70.76,46.43
2022-01-12,41.05,45.99,72.61,75.77,69.39,67.28
2022-01-13,73.55,57.7,75.22,74.65,77.65,62.87
2022-01-14,75.65,61.69,68.83,48.91,50.98,67.32
2022-01-15,51.06,76.76,66.07,41.95,41.1,47.39
2022-01-16,79.94,74.27,55.5,72.02,43.51,66.88
2022-01-17,67.66,79.47,46.23,57.34,50.3,79.8
2022-01-18,51.08,49.76,51.13,43.62,69.14,50.82
2022-01-19,50.36,43.51,70.64,62.32,65.17,47.7
2022-01-20,51.49,71.84,72.04,62.48,74.0,59.34
2022-01-21,53.0,47.98,61.3,45.45,79.76,50.91
2022-01-22,74.27,76.81,57.5,78.9,67.71,62.33
2022-01-23,59.68,66.83,49.64,46.54,60.37,53.81
2022-01-24,72.63,64.76,78.0,78.67,45.63,73.56
2022-01-25,77.37,79.52,50.52,51.36,55.4,67.4
2022-01-26,64.41,48.15,61.15,72.39,76.16,49.95
2022-01-27,43.64,47.9,46.29,51.12,75.68,79.46
2022-01-28,42.51,67.72,53.9,49.53,55.41,64.02
2022-01-29,56.45,72.25,56.48,60.13,68.11,59.65
2022-01-30,50.56,76.33,49.79,57.16,66.93,40.53
2022-01-31,50.22,49.96,53.32,54.64,48.02,63.25
2022-02-01,43.6,59.05,64.93,49.14,43.87,40.21
2022-02-02,77.42,41.53,72.25,76.05,59.47,44.7
2022-02-03,41.77,50.37,47.79,78.69,66.95,55.41
2022-02-04,69.04,73.66,77.06,59.89,63.8,49.22
2022-02-05,44.8,73.05,63.24,73.6,69.31,71.32
2022-02-06,75.7,68.35,79.49,44.91,56.18,65.12
2022-02-07,48.55,68.17,76.83,71.64,61.03,49.59
2022-02-08,78.97,58.39,50.11,70.26,44.44,61.09
2022-02-09,54.05,43.54,65.21,67.12,79.16,69.63
2022-02-10,48.3,75.49,60.49,52.48,76.37,67.53
2022-02-11,50.4,46.38,42.81,67.16,52.38,77.82
2022-02-12,70.35,45.97,60.54,60.01,73.62,58.05
2022-02-13,74.51,46.62,64.21,69.96,57.77,43.99
2022-02-14,56.62,60.11,48.11,48.43,62.71,53.61
2022-02-15,40.89,68.99,73.58,72.56,75.98,42.47
2022-02-16,70.2,67.11,62.46,49.89,53.67,46.26
2022-02-17,61.59,41.27,43.81,49.55,65.7,70.42
2022-02-18,63.51,69.74,45.68,43.24,61.1,63.59
2022-02-19,45.41,72.23,54.75,77.84,44.94,57.22
2022-02-20,71.16,51.48,59.24,68.5,49.11,74.26
2022-02-21,79.49,40.23,45.55,62.98,64.37,74.76
2022-02-22,50.46,72.02,47.21,57.64,49.71,67.17
2022-02-23,55.67,66.11,42.64,56.7,70.67,46.84
2022-02-24,49.8,72.53,60.77,66.23,50.04,64.18
2022-02-25,42.11,71.13,49.69,51.32,78.86,57.46
2022-02-26,40.75,54.97,64.21,69.18,67.6,51.71
2022-02-27,74.83,54.09,77.57,41.73,45.09,51.44
2022-02-28,45.25,45.59,48.69,65.71,57.42,62.02
2022-03-01,41.89,54.56,54.29,69.02,48.47,54.8
2022-03-02,54.5,45.21,57.79,49.83,51.6,62.27
2022-03-03,55.1,49.51,76.02,46.87,79.38,46.85
2022-03-04,42.55,44.33,41.45,57.54,41.49,43.58
2022-03-05,61.5,62.66,65.28,50.25,51.24,50.36
2022-03-06,65.32,49.97,43.65,55.12,57.56,60.69
2022-03-07,73.52,72.52,74.22,46.12,77.5,41.36
2022-03-08,61.28,67.13,40.1,52.62,53.56,54.25
2022-03-09,69.14,60.08,59.57,66.65,75.68,60.69
2022-03-10,76.21,62.06,57.24,76.67,52.99,65.49
2022-03-11,48.25,67.38,71.5,51.62,71.66,56.66
2022-03-12,50.46,76.89,64.23,70.37,79.53,48.6
2022-03-13,50.6,68.63,75.3,42.48,74.88,41.82
2022-03-14,54.59,67.38,50.63,72.78,68.2,40.55
2022-03-15,61.97,59.2,49.76,44.69,79.85,58.97
2022-03-16,48.21,43.26,52.37,57.16,63.05,72.24
2022-03-17,57.5,65.43,47.63,56.04,45.87,43.33
2022-03-18,51.57,64.66,73.04,50.5,60.2,79.61
2022-03-19,46.5,52.33,71.31,76.94,56.32,67.43
2022-03-20,79.69,57.87,62.54,66.01,70.78,43.0
2022-03-21,40.75,67.89,72.02,42.67,48.27,44.07
2022-03-22,51.24,45.51,50.45,41.27,70.48,78.38
2022-03-23,61.85,54.83,66.16,47.67,47.64,58.52
2022-03-24,67.25,77.46,68.74,73.81,56.28,65.69
2022-03-25,68.67,47.17,40.15,70.53,50.68,68.03
2022-03-26,66.59,44.34,60.12,76.03,56.83,73.41
2022-03-27,79.05,47.35,59.82,52.16,40.05,53.03
2022-03-28,78.03,53.67,53.77,69.43,74.75,59.33
2022-03-29,45.06,51.88,58.95,45.5,54.11,52.6
2022-03-30,41.25,54.18,53.79,56.38,67.61,42.82
2022-03-31,66.67,60.67,45.86,53.75,65.43,48.01
2022-04-01,60.29,74.09,61.25,46.98,60.17,43.47
2022-04-02,62.78,58.17,42.09,72.82,73.15,44.84
2022-04-03,72.29,74.61,77.65,52.82,49.27,45.23
2022-04-04,75.48,72.87,58.46,61.53,42.57,69.06
2022-04-05,54.25,60.67,62.68,68.58,47.95,73.26
2022-04-06,64.2,57.22,74.1,56.27,69.13,66.66
2022-04-07,48.58,52.82,52.57,42.54,75.2,61.52
2022-04-08,43.75,52.16,48.27,55.36,74.61,49.16
2022-04-09,60.4,65.58,62.63,50.57,70.69,52.62
2022-04-10,55.04,41.44,41.88,45.57,44.7,49.32
2022-04-11,66.04,63.76,51.56,59.94,54.74,61.18
2022-04-12,49.63,57.89,42.23,77.78,46.79,78.29
2022-04-13,50.73,59.26,43.38,51.23,78.07,48.04
2022-04-14,77.03,50.54,44.19,63.23,69.56,55.79
2022-04-15,72.96,45.78,43.58,79.25,79.89,63.94
2022-04-16,42.05,60.37,43.92,41.99,77.01,64.57
2022-04-17,47.83,55.09,42.75,47.24,43.31,62.42
2022-04-18,55.37,44.98,63.06,70.75,63.99,52.23
2022-04-19,58.85,69.41,67.76,77.97,40.23,64.56
2022-04-20,50.59,78.79,57.71,59.9,57.73,78.28
2022-04-21,68.07,78.71,50.44,58.77,70.81,40.26
2022-04-22,56.46,56.2,68.43,42.15,78.14,49.03
2022-04-23,70.38,78.64,62.92,75.2,59.8,74.16
2022-04-24,65.23,61.15,41.15,43.97,51.15,77.47
2022-04-25,40.6,63.46,74.04,75.12,70.99,50.69
2022-04-26,60.1,55.28,55.84,72.9,74.17,48.04
2022-04-27,44.52,74.84,64.22,56.53,58.0,65.62
2022-04-28,53.39,57.26,77.26,47.08,59.15,44.86
2022-04-29,52.65,68.94,55.54,42.52,78.49,58.55
2022-04-30,64.03,54.96,72.51,57.72,58.45,75.88
2022-05-01,45.91,62.42,67.09,76.98,49.34,74.34
2022-05-02,69.08,57.6,43.67,64.82,56.45,63.75
2022-05-03,48.53,55.8,78.24,70.42,58.33,55.31
2022-05-04,77.26,69.08,48.11,56.37,45.4,62.37
2022-05-05,75.07,45.83,73.74,56.58,49.59,56.02
2022-05-06,45.32,54.29,62.78,57.88,58.99,46.74
2022-05-07,62.09,58.66,72.23,62.95,49.92,55.86
2022-05-08,50.03,75.2,68.78,57.99,64.32,65.03
2022-05-09,52.81,44.57,41.48,69.35,70.53,63.43
2022-05-10,69.97,53.26,62.72,60.03,60.19,52.51
2022-05-11,43.91,79.49,55.36,73.43,58.56,75.67
2022-05-12,79.78,57.07,41.95,43.36,64.1,52.36
2022-05-13,48.46,50.03,70.87,56.23,64.35,40.87
2022-05-14,53.17,59.43,63.27,53.22,50.76,51.42
2022-05-15,51.13,50.39,61.11,65.3,71.54,53.7
2022-05-16,41.36,56.99,48.18,43.28,78.02,69.84
2022-05-17,56.33,53.66,57.71,77.0,54.59,41.79
2022-05-18,69.72,44.25,69.02,65.46,64.97,60.47
2022-05-19,63.57,65.02,58.53,44.82,73.61,65.18
2022-05-20,53.35,40.21,70.33,52.31,70.84,74.94
2022-05-21,73.17,48.97,54.83,43.33,58.37,62.15
2022-05-22,57.46,59.42,47.76,60.44,52.68,42.85
2022-05-23,40.49,54.45,55.33,56.37,56.15,67.44
2022-05-24,72.9,45.0,74.27,46.76,46.73,43.23
2022-05-25,58.41,47.73,63.84,78.59,58.23,48.77
2022-05-26,69.84,45.43,51.92,79.32,52.93,71.74
2022-05-27,46.9,68.09,42.62,58.23,40.22,45.79
2022-05-28,58.76,62.22,57.76,60.45,57.05,43.46
2022-05-29,46.28,67.2,78.72,70.01,75.75,40.77
2022-05-30,43.12,73.61,49.03,74.86,62.18,60.29
2022-05-31,68.44,60.92,62.23,63.98,59.59,59.54
2022-06-01,41.5,44.91,61.99,49.37,74.83,62.21
2022-06-02,57.81,47.29,67.14,78.33,78.73,66.36
2022-06-03,53.0,55.36,49.75,67.3,40.71,67.56
2022-06-04,50.3,71.99,44.05,48.42,71.2,44.41
2022-06-05,57.09,54.85,64.87,43.11,45.65,52.43
2022-06-06,72.76,68.66,76.62,46.02,68.6,59.51
2022-06-07,51.52,66.88,61.52,58.18,40.53,61.31
2022-06-08,55.21,73.34,65.98,72.02,52.8,67.77
2022-06-09,75.11,64.34,79.14,55.08,56.4,62.69
2022-06-10,43.47,60.79,41.46,69.85,72.62,50.5
2022-06-11,42.95,69.99,51.86,67.09,77.62,47.17
2022-06-12,55.56,69.5,59.71,70.93,53.07,53.17
2022-06-13,46.08,74.76,40.9,77.5,79.35,68.76
2022-06-14,40.28,57.46,67.36,58.67,51.25,51.19
2022-06-15,55.86,74.51,51.25,53.97,76.26,55.29
2022-06-16,49.94,78.92,66.73,58.03,46.03,69.75
2022-06-17,47.79,50.5,57.37,63.12,53.93,72.79
2022-06-18,78.81,76.83,62.72,54.32,62.36,43.09
2022-06-19,44.46,43.33,55.35,63.85,45.76,55.04
2022-06-20,49.82,40.54,54.27,78.15,46.19,59.37
2022-06-21,50.97,56.59,71.8,78.61,49.27,65.94
2022-06-22,43.24,58.35,64.55,55.3,42.46,66.45
2022-06-23,67.46,75.21,67.22,73.18,51.7,46.35
2022-06-24,44.67,54.7,47.89,78.55,55.03,44.25
2022-06-25,67.93,76.31,73.72,59.36,75.39,46.83
2022-06-26,59.19,78.02,69.22,67.87,42.71,60.06
2022-06-27,67.82,57.37,42.05,59.74,65.59,58.41
2022-06-28,67.51,64.99,74.87,41.3,49.77,61.17
2022-06-29,56.12,42.0,63.79,40.84,50.18,56.5
2022-06-30,44.59,78.19,77.31,58.39,79.18,43.16
2022-07-01,77.12,68.92,72.28,62.86,64.36,46.83
2022-07-02,61.79,40.63,60.28,49.38,44.98,58.96
2022-07-03,57.81,61.3,74.05,78.89,77.83,62.59
2022-07-04,42.81,50.96,68.59,62.18,77.43,78.04
2022-07-05,46.09,61.47,51.45,72.42,41.38,63.31
2022-07-06,66.2,70.24,68.93,78.51,64.06,44.97
2022-07-07,71.23,70.64,48.83,42.45,47.95,45.7
2022-07-08,58.69,43.7,57.46,61.48,53.35,50.99
2022-07-09,50.67,45.8,78.13,74.27,75.03,58.8
2022-07-10,72.47,58.54,64.56,58.54,49.17,47.13
2022-07-11,46.94,46.4,74.54,61.2,65.38,76.31
2022-07-12,63.74,43.5,46.04,56.0,79.19,75.14
2022-07-13,75.64,44.38,55.45,56.15,48.92,69.75
2022-07-14,73.84,40.73,65.43,40.87,58.96,44.39
2022-07-15,58.44,52.23,52.4,51.64,55.34,63.86
2022-07-16,73.21,79.94,49.5,68.23,66.89,72.16
2022-07-17,45.83,49.87,40.47,70.95,43.7,52.63
2022-07-18,45.08,41.46,61.89,61.65,56.62,79.92
2022-07-19,58.19,46.74,74.03,73.6,46.24,60.43
2022-07-20,79.01,72.22,53.49,76.59,78.01,40.28
2022-07-21,46.02,78.84,55.15,55.12,53.09,48.68
2022-07-22,44.27,62.81,62.61,47.37,69.67,54.31
2022-07-23,46.96,40.23,71.18,79.48,65.43,46.28
2022-07-24,55.5,58.53,72.91,58.71,77.06,67.48
2022-07-25,59.7,56.97,44.51,61.89,73.57,66.76
2022-07-26,52.73,50.06,53.81,48.51,54.44,42.93
2022-07-27,54.1,63.87,45.7,73.67,45.01,60.53
2022-07-28,63.1,53.69,78.47,63.05,70.18,63.64
2022-07-29,51.05,73.59,43.14,42.02,48.02,52.39
2022-07-30,64.79,78.97,58.28,45.71,71.7,73.45
2022-07-31,65.86,43.17,43.03,62.78,46.47,69.96
2022-08-01,74.92,52.09,58.03,54.54,67.17,59.45
2022-08-02,58.87,50.67,69.37,63.8,51.45,44.74
2022-08-03,47.9,78.54,55.98,44.56,43.66,74.95
2022-08-04,46.04,76.5,76.8,45.43,52.81,54.01
2022-08-05,60.31,66.85,55.59,61.54,49.79,71.51
2022-08-06,68.31,45.14,63.79,59.23,43.86,51.73
2022-08-07,50.93,51.8,70.5,77.56,66.13,54.06
2022-08-08,43.67,79.36,45.08,58.73,47.88,46.46
2022-08-09,41.79,78.62,68.22,47.01,47.07,49.92
2022-08-10,41.91,55.96,44.55,61.2,70.04,55.47
2022-08-11,48.37,41.1,68.8,66.48,44.65,47.19
2022-08-12,47.0,62.03,67.43,55.28,55.84,49.35
2022-08-13,61.58,60.78,70.43,47.4,73.42,78.89
2022-08-14,47.26,69.3,45.54,67.88,41.07,49.21
2022-08-15,63.02,77.3,49.49,61.3,40.05,68.28
2022-08-16,43.31,44.44,79.46,66.39,52.58,54.16
2022-08-17,56.11,71.88,78.99,53.33,79.95,69.93
2022-08-18,49.59,61.05,73.59,58.49,51.65,41.2
2022-08-19,51.84,57.14,62.83,51.92,40.32,44.69
2022-08-20,54.16,55.4,75.88,60.96,71.86,51.89
2022-08-21,63.52,48.95,64.98,50.57,67.34,76.2
2022-08-22,56.33,69.49,53.04,64.72,76.49,57.13
2022-08-23,47.34,71.96,47.01,48.77,70.83,66.5
2022-08-24,58.19,51.36,74.74,62.36,67.92,48.13
2022-08-25,48.98,61.76,75.24,40.27,51.65,78.41
2022-08-26,43.98,55.5,58.03,65.91,45.24,73.23
2022-08-27,50.84,75.4,48.87,77.15,59.14,55.0
2022-08-28,62.59,74.37,48.25,56.78,72.15,58.21
2022-08-29,68.96,78.34,54.07,62.35,68.05,63.39
2022-08-30,72.94,49.56,69.51,72.05,79.86,65.8
2022-08-31,77.08,43.8,66.72,46.96,67.89,62.12
2022-09-01,42.71,58.7,56.89,54.67,66.07,47.39
2022-09-02,49.87,79.24,66.55,60.59,61.93,57.48
2022-09-03,73.35,47.94,72.2,61.39,75.03,67.49
2022-09-04,74.26,71.31,41.64,66.77,58.48,65.37
2022-09-05,74.46,64.65,73.15,78.49,43.5,42.38
2022-09-06,55.59,56.35,76.25,74.05,50.86,56.61
2022-09-07,64.59,78.41,54.41,69.21,43.37,70.47
