QueryDate,URL,MobileURL,Date,Title,Content-type: text/html; charset=utf-8
2022-04-05,https://economictimes.indiatimes.com/markets/stocks/news/oil-rally-limits-losses-for-european-shares/articleshow/90660304.cms,https://m.economictimes.com/markets/stocks/news/oil-rally-limits-losses-for-european-shares/amp_articleshow/90660304.cms,2022-04-05 09:00:00,European Shares : Oil rally limits losses for European shares,
2022-04-06,https://www.prnewswire.com:443/news-releases/thermic-fluid-market---39-of-growth-to-originate-from-apac-driven-by-growth-of-the-concentrated-solar-power-industry--17000-technavio-reports-301516909.html,,2022-04-06 02:30:00,Thermic Fluid Market - 39 % of Growth to Originate from APAC |Driven by Growth of the Concentrated Solar Power Industry,
2022-04-07,https://www.morningstar.com/news/dow-jones/202204071961/shell-to-book-up-to-5-billion-in-impairments-from-russia-operations,,2022-04-07 07:00:00,Shell to Book Up to $5 Billion in Impairments From Russia Operations,
2022-04-08,https://english.kyodonews.net/news/2022/04/a2906a8f4fc3-japan-to-phase-out-russian-coal-over-ukraine-invasion.html,,2022-04-08 04:45:00,Japan to break away from Russian coal imports after war in Ukraine,
2022-04-11,https://www.washingtonpost.com/business/energy/why-japan-will-struggle-to-do-without-russian-energy/2022/04/11/20e4dba4-b950-11ec-a92d-c763de818c21_story.html,,2022-04-11 05:00:00,Why Japan Will Struggle to Do Without Russian Energy,
2022-04-12,https://punchng.com/aiteo-owes-shell-banks-1-7bn-report/,https://punchng.com/aiteo-owes-shell-banks-1-7bn-report/?amp,2022-04-12 03:45:00,"Aiteo owes Shell , banks $1 . 7bn – Report - Punch Newspapers",
2022-04-13,https://www.bnnbloomberg.ca/world-s-top-oil-merchant-says-it-will-stop-trading-russian-crude-1.1751473,https://www.bnnbloomberg.ca/world-s-top-oil-merchant-says-it-will-stop-trading-russian-crude-1.1751473.amp.html,2022-04-13 02:45:00,World Top Oil Merchant Says It Will Stop Trading Russian Crude,
2022-04-14,https://www.etfdailynews.com/2022/04/14/royal-bank-of-canada-analysts-give-shell-lonshel-a-gbx-2750-price-target/,https://www.etfdailynews.com/2022/04/14/royal-bank-of-canada-analysts-give-shell-lonshel-a-gbx-2750-price-target/amp/,2022-04-14 06:30:00,"Royal Bank of Canada Analysts Give Shell ( LON : SHEL ) a GBX 2 , 750 Price Target",
2022-04-15,https://www.digitaljournal.com/pr/alpha-olefins-market-a-straight-overview-of-growing-market-future-trend-by-2030%ef%bf%bc,,2022-04-15 09:30:00,Alpha Olefins Market : A Straight Overview of Growing Market & Future Trend by 2030￼,
2022-04-18,https://advancedbiofuelsusa.info/category/states/idaho/,,2022-04-18 09:00:00,Idaho – Advanced BioFuels united states ,
2022-04-19,https://www.etfdailynews.com/2022/04/18/investment-analysts-recent-ratings-updates-for-shell-shel/,https://www.etfdailynews.com/2022/04/18/investment-analysts-recent-ratings-updates-for-shell-shel/amp/,2022-04-19 00:00:00,Investment Analyst Recent Ratings Updates for Shell ( SHEL ) ,
2022-04-20,https://www.prnewswire.com/news-releases/industrial-lubricants-market-size-to-grow-by-0-89-million-metric-tons--increasing-demand-from-end-user-industries-to-boost-market-growth--technavio-301527272.html,,2022-04-20 04:00:00,Industrial Lubricants Market Size to Grow by 0 . 89 million metric tons | Increasing Demand from End - user Industries to Boost Market Growth,
2022-04-21,https://www.bnnbloomberg.ca/china-energy-giants-in-talks-for-shell-s-russian-gas-stake-1.1754850,https://www.bnnbloomberg.ca/china-energy-giants-in-talks-for-shell-s-russian-gas-stake-1.1754850.amp.html,2022-04-21 10:45:00,China Energy Giants in Talks for Shell Russian Gas Stake,
2022-04-22,https://www.digitaljournal.com/pr/sulphur-recovery-technology-market-is-expected-to-exhibit-an-impressive-cagr-of-11-through-2031,,2022-04-22 01:00:00,Sulphur Recovery Technology Market Is Expected To Exhibit An Impressive CAGR Of 11 % Through 2031,
2022-04-25,https://www.theepochtimes.com/esg-ratings-make-no-sense-elon-musk-responds-to-ark-invest-analyst-who-defends-bill-gates_4424073.html,https://m.theepochtimes.com/esg-ratings-make-no-sense-elon-musk-responds-to-ark-invest-analyst-who-defends-bill-gates_4424073.html,2022-04-25 09:00:00,  ESG Ratings Make No Sense : Elon Musk Responds to Ark Invest Analyst Who Defends Bill Gates,
2022-04-26,https://gulfnews.com/business/energy/indias-sprng-energy-nearing-18-billion-sale-to-shell-1.1650944781521,https://gulfnews.com/amp/business/energy/indias-sprng-energy-nearing-18-billion-sale-to-shell-1.1650944781521,2022-04-26 05:30:00,India Sprng Energy nearing $1 . 8 billion sale to Shell,
2022-04-27,https://www.proactiveinvestors.com/companies/news/980610/uk-dividends-drop-in-first-quarter-and-headwinds-on-the-horizon-980610.html,https://www.proactiveinvestors.com/companies/amp/news/980610,2022-04-27 00:30:00,FTSE 100 dividends drop in first quarter and  headwinds on the horizon  ,
2022-04-28,https://www.prnewswire.com:443/news-releases/shell-signs-production-sharing-contract-for-atapu-field-in-brazil-301534879.html,,2022-04-28 01:45:00,Shell Signs Production Sharing Contract for Atapu Field in Brazil,
2022-04-29,https://www.prnewswire.com:443/news-releases/usd-275-46-mn-growth-expected-in-coalbed-methane-market-in-south-and-central-america--brazil-to-emerge-as-key-market--technavio-301535527.html,,2022-04-29 08:15:00,USD 275 . 46 Mn growth expected in Coalbed Methane Market in South and Central America | Brazil to emerge as key market,
2022-05-02,https://www.digitaljournal.com/pr/recyclable-rubber-manufacturing-opening-up-growth-avenues-for-manufacturers-of-aliphatic-solvents-for-adhesives-fact-mr-study,,2022-05-02 07:15:00,Recyclable Rubber Manufacturing Opening up Growth Avenues for Manufacturers of Aliphatic Solvents for Adhesives – Fact . MR Study,
2022-05-03,https://us.acrofan.com/detail.php?number=656279,,2022-05-03 05:00:00,Libra Consortium announces first production at Mero field FPSO Guanabara in Brazilian pre - salt,
2022-05-04,https://www.texasguardian.com/news/272538596/research-base-oil-market-to-generate-417-billion-by-2030--cagr-18-amr,,2022-05-04 00:15:00,Research : Base Oil Market to Generate $41 . 7 Billion by 2030,
2022-05-05,https://www.globenewswire.com/news-release/2022/05/05/2436351/0/en/Shell-announces-the-second-tranche-of-the-share-buyback-programme.html,,2022-05-05 06:30:00,Shell announces the second tranche of the share buyback,
2022-05-06,https://www.prnewswire.com:443/news-releases/ethylene-glycol-market-size-to-grow-by-7260-00-thousand-tons-growing-demand-from-developing-countries-to-boost-market-growth-technavio-301540727.html,,2022-05-06 08:30:00,Ethylene Glycol Market Size to Grow by 7260 . 00 thousand tons| Growing demand from developing countries to boost market growth,
2022-05-09,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Japan-to-ban-Russian-oil-imports-in-principle-PM-Kishida-40314065/,https://www.marketscreener.com/amp/quote/stock/SHELL-PLC-130945922/news/Japan-to-ban-Russian-oil-imports-in-principle-PM-Kishida-40314065/,2022-05-09 01:15:00,Japan to ban Russian oil imports  in principle  - PM Kishida,
2022-05-10,https://www.prnewswire.com:443/news-releases/zeroavia-makes-major-strides-in-hydrogen-refueling-with-shell-collaboration-and-airport-pipeline-launch-301543260.html,,2022-05-10 04:30:00,ZeroAvia Makes Major Strides in Hydrogen Refueling with Shell Collaboration and Airport Pipeline Launch,
2022-05-11,https://apnews.com/press-release/pr-newswire/business-africa-uganda-east-kampala-a69e9fb00051476185a7cfddcfe865e2,,2022-05-11 00:15:00,"VERACITY WORLDWIDE ANNOUNCES JIMMY D . MUGERWA AS NEW REGIONAL ADVISOR BASED IN KAMPALA , UGANDA",
2022-05-12,https://www.marketwatch.com/story/lukoil-to-buy-shell-s-downstream-business-in-russia-271652346869,https://www.marketwatch.com/amp/story/lukoil-to-buy-shell-s-downstream-business-in-russia-271652346869,2022-05-12 09:45:00,Lukoil to Buy Shell Downstream Business in Russia,
2022-05-13,https://www.washingtonpost.com/business/softbanks-arm-is-best-off-returning-to-london/2022/05/13/5fc142a2-d27a-11ec-886b-df76183d233f_story.html,,2022-05-13 05:45:00,SoftBank Arm Is Best Off Returning to London - The Washington Post,
2022-05-16,https://www.bnnbloomberg.ca/germany-to-stop-russian-oil-imports-regardless-of-eu-sanctions-1.1766391,https://www.bnnbloomberg.ca/germany-to-stop-russian-oil-imports-regardless-of-eu-sanctions-1.1766391.amp.html,2022-05-16 00:00:00,Germany to Stop Russian Oil Imports Regardless of EU Sanctions,
2022-05-17,https://gcaptain.com/ammonia-producer-cf-industries-joins-maersks-zero-carbon-shipping-initiative/,,2022-05-17 00:45:00,Shell Joins Exxon in Losing Brazil Bet,
2022-05-18,https://www.proactiveinvestors.co.uk/companies/news/982528/aviva-burberry-and-british-land-in-spotlight-on-wednesday-982528.html,https://www.proactiveinvestors.co.uk/companies/amp/news/982528,2022-05-18 09:15:00,"Aviva , Burberry and British Land in spotlight on Wednesday",
2022-05-19,https://www.digitaljournal.com/pr/paraffin-wax-market-size-top-key-players-latest-trends-regional-insights-and-global-industry-dynamics-forecast-to-2029,,2022-05-19 04:45:00,"Paraffin Wax Market Size , Top Key Players , Latest Trends , Regional Insights and Global Industry Dynamics Forecast to 2029",
2022-05-20,https://www.digitaljournal.com/pr/construction-lubricants-industry-outlook-top-countries-data-industry-trends-share-size-demand-revenue-future-and-business-analysis-by-forecast,,2022-05-20 03:00:00,"Construction Lubricants Industry Outlook Top countries data Industry Trends , Share , Size , Demand , Revenue , Future and Business Analysis by Forecast",
2022-05-23,https://www.digitaljournal.com/pr/fatty-alcohols-market-is-predicted-to-reach-usd-8-44-billion-by-2030-with-a-cagr-of-4-5-from-2022-2030,,2022-05-23 08:15:00,Fatty Alcohols Market is predicted to reach USD 8 . 44 billion by 2030 with a CAGR of 4 . 5 % from 2022 - 2030,
2022-05-24,https://www.washingtonpost.com/business/energy/hsbc-and-its-discordant-climate-songbook/2022/05/23/12838502-daf1-11ec-bc35-a91d0a94923b_story.html,,2022-05-24 00:45:00,HSBC and Its Discordant Climate Songbook - The Washington Post,
2022-05-25,https://www.morningstar.com/news/dow-jones/202205252132/shell-completes-sale-of-downstream-business-in-russia-to-lukoil,,2022-05-25 09:00:00,Shell Completes Sale of Downstream Business in Russia to Lukoil,
2022-05-26,https://www.cnnphilippines.com:443/world/2022/5/26/shell-oil-spills-nigeria-farmers.html,,2022-05-26 00:30:00,Shell escaped liability for oil spills in Nigeria for years . Then four farmers took them to court and won,
2022-05-27,https://news.yahoo.com/big-dividend-payers-may-next-074132351.html,https://news.yahoo.com/amphtml/big-dividend-payers-may-next-074132351.html,2022-05-27 08:30:00,Big Dividend Payers May Be Next After united kingdom Windfall Tax on Energy,
2022-05-30,https://www.msn.com/en-gb/money/other/shell-greenlights-2-5-billion-crux-gas-project-off-australia/ar-AAXROiv,,2022-05-30 04:30:00,Shell greenlights $2 . 5 billion Crux gas project off Australia,
2022-05-31,https://tribuneonlineng.com/shell-escaped-liability-for-oil-spills-in-nigeria-for-years-then-four-farmers-took-them-to-court-and-won/,,2022-05-31 04:15:00,Shell escaped liability for oil spills in Nigeria for years . Then four farmers took them to court and won,
2022-06-01,https://www.marketwatch.com/story/tullow-oil-capricorn-energy-agree-to-merge-update-271654066887,https://www.marketwatch.com/amp/story/tullow-oil-capricorn-energy-agree-to-merge-update-271654066887,2022-06-01 08:30:00,"Tullow Oil , Capricorn Energy agree to merge",
2022-06-02,https://www.bnnbloomberg.ca/tycoon-razon-to-acquire-philippine-gas-project-from-duterte-ally-1.1773536,https://www.bnnbloomberg.ca/tycoon-razon-to-acquire-philippine-gas-project-from-duterte-ally-1.1773536.amp.html,2022-06-02 03:45:00,Tycoon Razon to Acquire Philippine Gas Project From Duterte Ally,
2022-06-03,https://www.thestar.com.my/business/business-news/2022/06/03/tycoon-to-buy-gas-project-from-duterte-ally,,2022-06-03 03:30:00,Tycoon to buy gas project from Duterte ally,
2022-06-06,https://www.digitaljournal.com/pr/biomass-fuel-ethanol-market-2022-present-scenario-and-growth-prospects-2026-poet-llc-abengoa-bioenergy-sa-royal-dutch-shell-plc,,2022-06-06 09:00:00,"Biomass Fuel Ethanol Market 2022 | Present Scenario and Growth Prospects 2026 | POET LLC , Abengoa Bioenergy SA , Royal Dutch Shell plc",
2022-06-07,https://finance.yahoo.com/news/exxon-total-poised-win-stakes-121957870.html,https://finance.yahoo.com/amphtml/news/exxon-total-poised-win-stakes-121957870.html,2022-06-07 13:00:00,Exxon and Total Poised to Win Stakes in Giant Qatari Gas Project,
2022-06-08,https://www.digitaljournal.com/pr/cng-compressed-natural-gas-market-expected-to-hit-22-3-billion-by-2030,,2022-06-08 04:45:00, ( CNG ) Compressed Natural Gas Market Expected to Hit $22 . 3 Billion by 2030,
2022-06-09,https://www.prnewswire.com:443/news-releases/petroleum-liquid-feedstock-market-size-to-grow-by-usd-53-62-billion-by-2026-naphtha-segment-to-be-significant-for-revenue-generation--technavio-301564026.html,,2022-06-09 09:45:00,Petroleum Liquid Feedstock Market Size to grow by USD 53 . 62 billion by 2026 |Naphtha Segment to be Significant for Revenue Generation,
2022-06-10,https://www.worldoil.com/news/2022/6/9/uk-begins-pivot-from-renewables-with-refocus-on-domestic-oil-gas-investments/,,2022-06-10 01:15:00,"UK begins pivot from renewables with refocus on domestic oil , gas investments",
2022-06-13,https://www.wallstreet-online.de/nachricht/15575483-shell-plc-first-quarter-2022-euro-and-gbp-equivalent-dividend-payments,https://www.wallstreet-online.de/_amp/nachricht/15575483-shell-plc-first-quarter-2022-euro-and-gbp-equivalent-dividend-payments,2022-06-13 11:15:00,Shell Plc First Quarter 2022 Euro and GBP Equivalent Dividend Payments,
2022-06-14,https://www.bnnbloomberg.ca/bp-s-oil-sands-exit-may-not-be-the-last-as-big-oil-revises-image-1.1778351,https://www.bnnbloomberg.ca/bp-s-oil-sands-exit-may-not-be-the-last-as-big-oil-revises-image-1.1778351.amp.html,2022-06-14 00:00:00,BP Oil Sands Exit May Not Be the Last as Big Oil Revises Image,
2022-06-15,https://markets.financialcontent.com/stocks/article/bizwire-2022-6-15-monoethylene-glycol-global-market-to-2028-size-share-outlook-and-opportunity-analysis-researchandmarketscom,,2022-06-15 12:15:00,Stock Market | FinancialContent Business Page,
2022-06-16,https://in.investing.com/news/uk-shares-higher-at-close-of-trade-investingcom-united-kingdom-100-up-129-3241336,,2022-06-16 00:00:00,U . K . shares higher at close of trade ; Investing . com United Kingdom 100 up 1 . 29 % ,
2022-06-17,https://www.marketwatch.com/story/equinor-partners-study-offshore-wind-option-to-power-oil-and-gas-fields-271655452849,https://www.marketwatch.com/amp/story/equinor-partners-study-offshore-wind-option-to-power-oil-and-gas-fields-271655452849,2022-06-17 08:30:00,"Equinor , Partners Study Offshore Wind Option to Power Oil and Gas Fields",
2022-06-20,https://www.insidermonkey.com/blog/10-best-falling-stocks-to-buy-right-now-1047449/,,2022-06-20 01:45:00,10 Best Falling Stocks to Buy Right Now - Insider Monkey,
2022-06-21,http://www.koreaherald.com/view.php?ud=20220621000242,https://m.koreaherald.com/amp/view.php?ud=20220621000242,2022-06-21 03:15:00,Hanwha Solutions to supply hydrogen tanks to Shell in US,
2022-06-22,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/U-S-oil-refining-capacity-down-in-2021-for-second-year-EIA-40781140/,https://www.marketscreener.com/amp/quote/stock/SHELL-PLC-130945922/news/U-S-oil-refining-capacity-down-in-2021-for-second-year-EIA-40781140/,2022-06-22 03:00:00,U . S . oil refining capacity down in 2021 for second year - EIA,
2022-06-23,https://www.prnewswire.com:443/news-releases/wind-turbine-gear-oil-market-forecast-report-2022-usd-154-12-million-market-growth-opportunity-by-2026--technavio-301573232.html,,2022-06-23 06:45:00,Wind Turbine Gear Oil Market Forecast Report 2022 : USD 154 . 12 Million Market Growth Opportunity by 2026,
2022-06-24,https://www.oilandgas360.com/nigeria-to-investigate-shell-permits-after-200-million-loss/,,2022-06-24 01:00:00,Nigeria to investigate Shell permits after $200 million loss,
2022-06-27,https://www.proactiveinvestors.com/companies/news/985887/challenger-energy-welcomes-entry-of-shell-and-apa-into-uruguay-985887.html,https://www.proactiveinvestors.com/companies/amp/news/985887,2022-06-27 09:30:00,Challenger Energy Group PLC welcomes entry of Shell PLC and APA Corp into Uruguay,
2022-06-28,https://economictimes.indiatimes.com/news/economy/finance/record-82-billion-deal-making-spree-sees-india-defy-global-slump/articleshow/92505658.cms,https://m.economictimes.com/news/economy/finance/record-82-billion-deal-making-spree-sees-india-defy-global-slump/amp_articleshow/92505658.cms,2022-06-28 02:45:00,Record $82 billion deal - making spree sees India defy global slump,
2022-06-29,https://article.wn.com/view/2022/06/29/Shell_says_Prelude_LNG_shipments_disrupted_until_at_least_mi/,,2022-06-29 01:45:00,Shell says Prelude LNG shipments disrupted until at least mid - July,
2022-06-30,https://economictimes.indiatimes.com/markets/commodities/news/oil-prices-stable-as-market-weighs-fuel-stocks-build-amid-supply-concerns/articleshow/92558095.cms,https://m.economictimes.com/markets/commodities/news/oil-prices-stable-as-market-weighs-fuel-stocks-build-amid-supply-concerns/amp_articleshow/92558095.cms,2022-06-30 02:00:00,Oil prices : Oil prices stable as market weighs fuel stocks build amid supply concerns,
2022-07-01,https://english.kyodonews.net/news/2022/07/9fe808e0f263-russia-to-install-new-operator-for-sakhalin-2-energy-project.html,,2022-07-01 04:30:00,Russia to install new operator for Sakhalin 2 energy project,
2022-07-04,https://www.teletrader.com/tokyo-will-defend-interests-in-sakhalin-2-project-rep/news/details/58165617,https://www.teletrader.com/amp/news/details/58165617,2022-07-04 04:45:00,Tokyo will defend interests in Sakhalin - 2 project - rep,
2022-07-05,https://thepeninsulaqatar.com/article/05/07/2022/amir-meets-ceo-of-shell-plc-1,,2022-07-05 11:00:00,Amir meets CEO of Shell plc,
2022-07-06,https://news.yahoo.com/shell-start-construction-renewable-hydrogen-062128824.html,https://news.yahoo.com/amphtml/shell-start-construction-renewable-hydrogen-062128824.html,2022-07-06 07:30:00,Shell to start construction of renewable hydrogen plant in Netherlands,
2022-07-07,https://apnews.com/press-release/globe-newswire/covid-health-personal-taxes-climate-and-environment-1c2f0d4c051cc50bfb24b71a96141372,,2022-07-07 06:30:00,Shell second quarter 2022 update note,
2022-07-08,https://www.sfgate.com/business/oil/article/Oil-Sinks-Again-on-Recession-Concerns-and-Rising-17290932.php,,2022-07-08 04:15:00,Oil rises in volatile week as tight market vies with slowdown,
2022-07-11,https://allafrica.com/stories/202207110003.html,,2022-07-11 05:15:00,"Nigeria : Shell , Exxonmobil to Enforce $1 . 8bn Arbitration Award Against NNPC",
2022-07-12,https://punchng.com/nnpc-blocks-exxon-mobils-asset-sale-to-seplat/,https://punchng.com/nnpc-blocks-exxon-mobils-asset-sale-to-seplat/?amp,2022-07-12 02:00:00,NNPC blocks Exxon Mobil asset sale to Seplat,
2022-07-13,https://www.bnnbloomberg.ca/germany-in-talks-with-shell-for-lng-to-replace-russian-supplies-1.1791199,https://www.bnnbloomberg.ca/germany-in-talks-with-shell-for-lng-to-replace-russian-supplies-1.1791199.amp.html,2022-07-13 09:15:00,Germany in Talks With Shell for LNG to Replace Russian Supplies,
2022-07-14,https://markets.financialcontent.com/stocks/article/bizwire-2022-7-14-insights-on-the-natural-gas-liquid-global-market-to-2027-improving-utilization-of-associated-gas-presents-opportunities-researchandmarketscom,,2022-07-14 09:00:00,Stock Market | FinancialContent Business Page,
2022-07-15,https://www.bnnbloomberg.ca/libya-s-new-oil-chief-says-output-will-be-fully-back-in-a-week-1.1792302,https://www.bnnbloomberg.ca/libya-s-new-oil-chief-says-output-will-be-fully-back-in-a-week-1.1792302.amp.html,2022-07-15 08:30:00,Libya New Oil Chief Says Output Will Be Fully Back in a Week,
2022-07-18,https://businesstech.co.za/news/energy/607490/sasol-outage-means-all-south-african-oil-refineries-are-now-shut/,https://businesstech.co.za/news/energy/607490/sasol-outage-means-all-south-african-oil-refineries-are-now-shut/amp/,2022-07-18 05:45:00,Sasol outage means all South African oil refineries are now shut,
2022-07-19,https://www.prnewswire.com/news-releases/lng-bunkering-market-size-to-grow-by-usd-755-39-million-increase-in-the-supply-of-lng-to-drive-growth---technavio-301587561.html,,2022-07-19 02:00:00,"LNG Bunkering Market Size to Grow by USD 755 . 39 million , Increase in the Supply of LNG to Drive Growth",
2022-07-20,https://punchng.com/fg-continues-3-5bn-eni-shell-suit-italy-drops-charges/,https://punchng.com/fg-continues-3-5bn-eni-shell-suit-italy-drops-charges/?amp,2022-07-20 02:30:00,"FG continues $3 . 5bn Eni / Shell suit , Italy drops charges",
2022-07-21,https://www.zerohedge.com/markets/esg-funds-are-quietly-buying-oil-stocks,,2022-07-21 00:15:00,ESG Funds Are Quietly Buying Oil Stocks,
2022-07-22,https://www.digitaljournal.com/pr/biodiesel-market-share-size-global-business-growth-industry-revenue-demand-and-market-report-to-2031,,2022-07-22 09:15:00,"Biodiesel Market Share , Size , Global Business Growth , Industry Revenue , Demand and Market Report to 2031",
2022-07-25,https://www.bnnbloomberg.ca/russian-gas-supply-uncertainty-sends-asian-fuel-prices-surging-1.1796410,https://www.bnnbloomberg.ca/russian-gas-supply-uncertainty-sends-asian-fuel-prices-surging-1.1796410.amp.html,2022-07-25 09:15:00,Russian Gas Supply Uncertainty Sends Asian Fuel Prices Surging,
2022-07-26,https://www.marketwatch.com/story/deltic-energy-shares-rise-as-shell-decides-to-drill-selene-gas-prospect-271658821120,https://www.marketwatch.com/amp/story/deltic-energy-shares-rise-as-shell-decides-to-drill-selene-gas-prospect-271658821120,2022-07-26 09:15:00,Deltic Energy Shares Rise as Shell Decides to Drill Selene Gas Prospect,
2022-07-27,https://www.bnnbloomberg.ca/oil-edges-higher-as-us-stockpiles-shrink-ahead-of-fed-meeting-1.1797383,https://www.bnnbloomberg.ca/oil-edges-higher-as-us-stockpiles-shrink-ahead-of-fed-meeting-1.1797383.amp.html,2022-07-27 00:45:00,Oil Edges Higher as US Stockpiles Shrink Ahead of Fed Meeting,
2022-07-28,https://www.prnewswire.com:443/news-releases/global-benzene-market-size-to-grow-by-usd-6-11-billion-basf-se-and-bp-plc-among-key-vendors---technavio-301593493.html,,2022-07-28 02:00:00,"Global Benzene Market Size to Grow by USD 6 . 11 billion , BASF SE and BP Plc Among Key Vendors",
2022-07-29,https://www.bnnbloomberg.ca/oil-set-for-weekly-gain-as-tight-markets-offset-slowdown-fears-1.1798613,https://www.bnnbloomberg.ca/oil-set-for-weekly-gain-as-tight-markets-offset-slowdown-fears-1.1798613.amp.html,2022-07-29 00:15:00,Oil Set for Weekly Gain as Tight Markets Offset Slowdown Fears,
2022-08-01,http://www.msn.com/en-us/news/us/us-eyes-sanctions-against-global-network-it-believes-is-shipping-iranian-oil/ar-AA109nzQ,,2022-08-01 01:15:00,U . S . Eyes Sanctions Against Global Network It Believes Is Shipping Iranian Oil,
2022-08-02,https://www.bnnbloomberg.ca/oil-steady-after-plunge-as-traders-pivot-to-opec-supply-meeting-1.1800070,https://www.bnnbloomberg.ca/oil-steady-after-plunge-as-traders-pivot-to-opec-supply-meeting-1.1800070.amp.html,2022-08-02 01:30:00,Oil Steady After Plunge as Traders Pivot to OPEC+ Supply Meeting,
2022-08-03,https://www.oann.com/petrobras-leapfrogs-oil-majors-2/,,2022-08-03 00:30:00,Petrobras leapfrogs oil majors in dividend payouts,
2022-08-04,https://www.investegate.co.uk/allianz-glbl-inv/rns/top-10-holdings/202208040916459193U/,,2022-08-04 09:15:00,Investegate |Allianz Glbl Inv Announcements | Allianz Glbl Inv : Top 10 Holdings,
2022-08-05,https://financialpost.com/pmn/business-pmn/london-shares-open-lower-as-energy-stocks-weigh,https://financialpost.com/pmn/business-pmn/london-shares-open-lower-as-energy-stocks-weigh/wcm/f386333f-bbfb-406e-aba7-ebe3cfad785d/amp/,2022-08-05 08:30:00,London shares open lower as energy stocks weigh,
2022-08-08,https://www.marketscreener.com/quote/stock/SHELL-PLC-130945922/news/Shell-defers-Prelude-LNG-turnaround-due-to-industrial-action-41234555/,https://www.marketscreener.com/amp/quote/stock/SHELL-PLC-130945922/news/Shell-defers-Prelude-LNG-turnaround-due-to-industrial-action-41234555/,2022-08-08 06:15:00,Shell defers Prelude LNG turnaround due to industrial action,
2022-08-09,https://www.thecable.ng/status-quo-remains-nuprc-rejects-buharis-approval-of-seplat-mobil-producing-oil-assets-deal,https://www.thecable.ng/status-quo-remains-nuprc-rejects-buharis-approval-of-seplat-mobil-producing-oil-assets-deal/amp,2022-08-09 00:15:00,"  Status quo remain -- NUPRC rejects Buhari approval of Seplat , Mobil Producing Oil assets deal",
2022-08-10,https://www.prnewswire.com:443/news-releases/global-grease-market-outlook-report-2022-2027-featuring-key-vendors---shell-exxonmobil-chevron--sinopec-301603359.html,,2022-08-10 11:30:00,"Global Grease Market Outlook Report 2022 - 2027 Featuring Key Vendors - Shell , ExxonMobil , Chevron , & Sinopec",
2022-08-11,https://www.industrialinfo.com/news/abstract/conference-oil-patch-ma-expected-to-surge--313242,,2022-08-11 08:00:00,Conference : Oil Patch M & A Expected to Surge,
2022-08-12,https://www.bnnbloomberg.ca/oil-heads-for-biggest-weekly-gain-since-april-on-supply-halts-1.1804733,https://www.bnnbloomberg.ca/oil-heads-for-biggest-weekly-gain-since-april-on-supply-halts-1.1804733.amp.html,2022-08-12 01:15:00,Oil Heads for Biggest Weekly Gain Since April on Supply Halts,
2022-08-15,https://finance.yahoo.com/news/oil-extends-losses-traders-weigh-225340219.html,https://finance.yahoo.com/amphtml/news/oil-extends-losses-traders-weigh-225340219.html,2022-08-15 00:00:00,"Oil Extends Losses as Traders Weigh Iran Supply , Demand Outlook",
2022-08-16,http://usa.chinadaily.com.cn/a/202208/16/WS62faf062a310fd2b29e7260a.html,,2022-08-16 03:45:00,Opportunities in China energize multinationals,
2022-08-17,https://menafn.com/1104711275/According-To-Reports-And-Data-Gas-Hydrates-Market-2030-Growing-Demand-For-Oil-Gas-Due-To-Rapid-Industrialization,,2022-08-17 11:00:00,"According To Reports And Data , Gas Hydrates Market 2030 : Gr ... ",
2022-08-18,https://menafn.com/1104717598/BTX-Market-Size-2027-Increase-In-Demand-In-The-Manufacture-Of-Surfactant-Chemical-Solvent-Are-Drives-Growth,,2022-08-18 09:00:00,BTX Market Size 2027 : Increase In Demand In The Manufacture ... ,
2022-08-19,https://www.bnnbloomberg.ca/european-gas-set-for-another-weekly-gain-as-energy-pain-deepens-1.1807701,https://www.bnnbloomberg.ca/european-gas-set-for-another-weekly-gain-as-energy-pain-deepens-1.1807701.amp.html,2022-08-19 09:15:00,European Gas Set for Another Weekly Gain as Energy Pain Deepens,
2022-08-22,https://www.bloomberg.com/news/articles/2022-08-22/shell-mulls-australia-wind-expansion-amid-clean-energy-push,,2022-08-22 10:30:00,Shell Mulls Australia Wind Expansion Amid Clean Energy Push,
2022-08-23,https://www.prnewswire.com:443/news-releases/polyalkylene-glycol-market-will-reach-output-of-approximately-4-100-kilo-tons-by-2023-tmr-study-301609962.html,,2022-08-23 03:00:00,"Polyalkylene Glycol Market Will Reach Output of Approximately 4 , 100 Kilo Tons by 2023 : TMR Study",
2022-08-24,https://www.prnewswire.com:443/news-releases/polyols-market-size-to-grow-by-usd-15-06-billion-with-38-of-the-contribution-from-apac-and-the-highest-share-from-polyether-polyols-301610676.html,,2022-08-24 08:30:00,Polyols Market Size to grow by USD 15 . 06 billion with 38 % of the contribution from APAC and the Highest Share from Polyether Polyols,
2022-08-25,https://www.proactiveinvestors.co.uk/companies/news/990985/shell-fined-by-uk-energy-watchdog-for-charging-customers-above-the-price-cap-990985.html,https://www.proactiveinvestors.co.uk/companies/amp/news/990985,2022-08-25 08:00:00,Shell PLC fined by united kingdom energy watchdog for charging customers above the price cap,
