date,AAPL,MSFT,AMZN,TSLA,GOOGL,S&P500
2021-06-18,41.11,65.03,58.51,45.5,76.22,43.79
2021-06-19,59.37,65.74,77.11,76.55,67.43,62.44
2021-06-20,51.05,42.43,70.07,67.38,64.2,40.73
2021-06-21,61.18,76.11,46.58,78.18,51.54,67.89
2021-06-22,59.37,51.65,44.43,61.66,67.0,47.42
2021-06-23,46.35,61.66,56.05,58.46,74.88,64.94
2021-06-24,69.54,72.09,49.95,47.64,68.14,77.97
2021-06-25,50.06,77.39,57.53,47.58,55.97,78.24
2021-06-26,56.55,59.79,42.93,50.54,78.17,41.49
2021-06-27,68.22,44.89,55.61,76.1,69.07,75.79
2021-06-28,64.79,43.3,57.03,44.17,74.68,71.09
2021-06-29,74.83,46.27,43.45,67.27,49.11,59.04
2021-06-30,52.49,65.98,49.18,62.71,64.32,50.3
2021-07-01,71.36,72.82,48.29,56.66,78.02,69.75
2021-07-02,53.04,79.68,45.36,75.64,72.58,59.46
2021-07-03,49.04,56.92,60.55,62.74,41.15,44.55
2021-07-04,61.65,42.58,57.74,60.38,53.5,73.36
2021-07-05,50.81,71.14,55.18,63.07,62.19,67.9
2021-07-06,49.38,59.64,77.93,41.96,43.04,52.53
2021-07-07,69.74,73.99,54.46,44.84,50.61,41.09
2021-07-08,69.32,65.83,78.64,71.84,56.23,74.1
2021-07-09,60.01,68.91,44.07,54.64,43.29,58.42
2021-07-10,67.93,50.96,62.57,60.13,56.85,79.69
2021-07-11,76.44,60.18,46.5,41.69,53.95,59.96
2021-07-12,62.17,60.32,65.91,42.91,57.16,78.23
2021-07-13,58.58,54.27,51.8,59.36,72.39,67.72
2021-07-14,72.8,45.53,56.86,69.5,57.57,65.65
2021-07-15,67.22,58.68,70.88,69.02,77.32,40.38
2021-07-16,43.52,63.77,55.03,61.64,47.42,43.89
2021-07-17,43.2,44.68,63.08,46.38,70.47,52.6
2021-07-18,40.77,52.78,51.49,68.34,61.39,43.79
2021-07-19,57.42,41.98,48.94,77.42,51.51,56.66
2021-07-20,54.1,42.97,77.89,60.15,64.57,54.85
2021-07-21,55.74,74.67,44.04,66.69,71.62,71.46
2021-07-22,68.96,73.4,42.4,56.35,50.39,66.65
2021-07-23,54.53,78.3,43.94,47.68,47.29,59.75
2021-07-24,61.98,47.01,77.36,47.39,46.7,50.7
2021-07-25,56.92,70.99,50.07,42.86,45.16,56.5
2021-07-26,50.44,57.07,51.72,49.68,79.32,42.3
2021-07-27,43.07,50.37,48.95,76.91,75.03,50.64
2021-07-28,41.61,52.86,71.84,50.73,47.39,56.22
2021-07-29,46.61,79.01,58.9,41.76,53.47,75.41
2021-07-30,49.82,78.54,56.7,44.16,68.71,50.02
2021-07-31,42.95,71.07,60.13,46.44,78.01,57.71
2021-08-01,79.61,73.82,78.81,40.2,62.71,52.3
2021-08-02,76.48,49.62,64.12,45.6,63.15,69.05
2021-08-03,43.44,40.07,58.4,56.62,52.46,73.94
2021-08-04,44.84,77.14,70.75,41.04,44.89,49.96
2021-08-05,48.99,51.12,72.98,66.7,58.62,77.07
2021-08-06,72.35,72.3,72.18,57.13,64.15,47.32
2021-08-07,69.2,58.2,40.53,79.99,45.56,67.56
2021-08-08,44.18,75.02,74.26,63.77,71.85,56.32
2021-08-09,47.11,40.9,73.87,52.31,56.25,60.32
2021-08-10,44.13,47.23,54.81,48.81,75.15,45.23
2021-08-11,45.39,69.24,59.97,62.81,69.24,49.13
2021-08-12,65.64,76.54,76.45,60.33,68.77,76.37
2021-08-13,68.07,64.17,47.11,69.95,55.15,48.09
2021-08-14,69.73,63.06,61.74,46.94,55.56,43.15
2021-08-15,72.4,51.26,51.85,62.37,48.59,62.72
2021-08-16,46.46,72.08,42.83,46.75,46.98,77.84
2021-08-17,75.12,67.27,55.86,53.67,57.74,61.18
2021-08-18,64.72,76.8,48.74,56.27,64.37,65.14
2021-08-19,74.5,64.12,76.62,48.3,56.92,47.98
2021-08-20,49.5,78.18,50.35,73.66,62.49,60.14
2021-08-21,62.52,65.3,72.95,61.11,54.59,63.07
2021-08-22,75.84,74.23,57.56,48.92,79.17,76.77
2021-08-23,48.04,63.27,70.83,65.92,57.01,77.69
2021-08-24,75.18,55.0,46.72,61.78,40.31,77.76
2021-08-25,59.57,60.28,56.25,41.73,49.94,54.72
2021-08-26,62.39,66.65,46.6,72.91,74.87,50.67
2021-08-27,67.08,70.66,55.78,67.22,65.27,76.4
2021-08-28,54.97,63.34,66.94,42.01,79.36,42.1
2021-08-29,64.59,44.47,54.28,66.87,42.21,49.86
2021-08-30,65.23,57.17,45.79,70.29,69.26,54.46
2021-08-31,43.0,62.13,53.37,40.21,50.31,60.39
2021-09-01,58.14,51.06,67.05,42.55,57.28,71.68
2021-09-02,52.11,54.82,43.29,60.12,43.24,57.44
2021-09-03,45.79,78.97,56.12,56.67,77.63,50.93
2021-09-04,58.89,53.2,51.68,73.0,56.73,61.42
2021-09-05,42.4,61.87,79.62,72.63,52.07,64.12
2021-09-06,67.96,57.78,70.05,76.47,70.93,43.75
2021-09-07,59.6,63.64,72.72,74.53,45.39,43.56
2021-09-08,72.26,43.5,61.84,63.33,69.01,42.24
2021-09-09,59.48,50.02,67.29,64.14,49.23,68.08
2021-09-10,70.64,49.73,71.28,66.17,45.93,47.58
2021-09-11,49.22,42.4,51.38,78.88,75.61,49.0
2021-09-12,53.73,73.02,68.68,56.65,49.48,76.78
2021-09-13,74.03,47.88,76.94,55.84,65.38,59.79
2021-09-14,52.67,68.53,72.99,65.32,42.63,70.72
2021-09-15,59.23,49.99,46.18,53.29,57.79,67.23
2021-09-16,54.75,52.24,75.3,71.34,75.14,49.96
2021-09-17,67.32,45.64,59.93,57.99,60.63,68.64
2021-09-18,64.55,49.0,48.82,75.65,64.49,73.2
2021-09-19,67.62,56.05,53.29,53.15,55.06,45.68
2021-09-20,60.93,41.82,53.6,53.6,59.98,55.82
2021-09-21,50.53,40.01,67.57,78.65,70.62,45.85
2021-09-22,77.36,68.28,76.78,58.29,67.28,79.98
2021-09-23,78.24,72.1,49.72,45.27,43.21,77.16
2021-09-24,40.31,71.64,43.3,71.93,55.82,78.57
2021-09-25,63.05,53.05,73.61,64.93,74.23,77.63
2021-09-26,48.35,49.5,69.99,53.08,42.87,63.7
2021-09-27,49.67,58.15,47.33,53.13,72.05,58.09
2021-09-28,59.98,56.55,58.28,47.09,51.49,54.94
2021-09-29,72.41,51.65,59.99,69.85,45.55,60.51
2021-09-30,61.5,77.13,54.07,53.06,65.87,58.73
2021-10-01,45.32,63.86,65.26,61.14,54.29,52.54
2021-10-02,43.71,77.31,77.73,57.95,70.91,78.94
2021-10-03,57.18,65.95,54.17,78.33,57.25,64.27
2021-10-04,74.91,76.34,48.68,64.59,50.04,52.79
2021-10-05,65.71,50.1,48.35,69.56,68.81,55.12
2021-10-06,46.62,44.05,74.43,58.21,51.9,75.96
2021-10-07,49.02,54.58,44.47,46.15,57.4,42.52
2021-10-08,54.61,64.83,70.21,56.79,63.53,64.92
2021-10-09,76.6,43.73,41.03,61.01,58.77,71.99
2021-10-10,42.92,76.01,61.61,70.14,76.95,50.26
2021-10-11,58.05,74.62,72.99,58.9,59.74,63.06
2021-10-12,43.18,48.84,42.6,62.46,55.81,75.49
2021-10-13,54.88,61.59,68.29,61.11,53.82,61.98
2021-10-14,79.54,43.93,54.64,73.27,65.69,65.69
2021-10-15,52.35,75.45,59.78,73.97,55.73,41.85
2021-10-16,78.4,49.41,45.75,60.58,46.06,73.14
2021-10-17,54.61,56.91,40.98,40.02,43.11,54.74
2021-10-18,51.71,67.63,54.7,43.77,73.87,52.08
2021-10-19,40.61,73.09,68.78,67.98,58.34,52.67
2021-10-20,62.76,70.33,63.05,70.76,67.84,42.9
2021-10-21,50.27,44.72,50.72,74.25,50.6,41.09
2021-10-22,52.77,65.37,53.34,46.12,48.35,46.75
2021-10-23,61.29,47.08,65.11,49.5,47.88,58.67
2021-10-24,72.36,57.67,48.3,66.05,57.68,79.91
2021-10-25,52.17,64.65,79.86,47.12,74.47,63.8
2021-10-26,52.93,72.58,62.9,66.4,51.98,67.0
2021-10-27,44.35,72.7,78.22,76.87,72.47,43.22
2021-10-28,42.87,47.44,55.28,50.35,47.0,45.73
2021-10-29,75.33,57.31,57.06,60.11,66.14,57.84
2021-10-30,68.74,68.41,52.71,48.11,42.19,65.5
2021-10-31,67.17,75.27,43.41,64.64,72.55,66.25
2021-11-01,60.1,54.32,42.41,64.29,64.58,55.13
2021-11-02,52.47,56.98,74.31,72.85,55.01,46.41
2021-11-03,79.39,40.84,65.05,44.71,63.67,58.19
2021-11-04,66.73,42.71,74.11,49.07,74.05,65.67
2021-11-05,50.55,41.13,46.36,79.34,47.75,70.9
2021-11-06,47.56,78.22,73.71,55.42,58.17,78.93
2021-11-07,56.94,48.61,68.03,74.08,45.89,48.43
2021-11-08,40.12,72.11,68.22,78.16,79.04,57.08
2021-11-09,65.31,71.47,45.63,60.44,67.74,57.91
2021-11-10,54.08,61.44,72.62,76.03,60.07,48.89
2021-11-11,76.6,49.34,53.98,66.04,68.29,77.13
2021-11-12,59.12,54.81,74.72,60.55,63.76,73.12
2021-11-13,71.54,40.78,51.8,54.3,66.49,48.67
2021-11-14,64.45,70.71,49.11,50.28,62.97,56.03
2021-11-15,68.38,57.32,70.84,57.38,64.92,42.3
2021-11-16,71.14,55.6,51.58,74.38,73.02,77.82
2021-11-17,62.33,73.62,64.29,73.14,45.17,78.79
2021-11-18,50.35,72.47,62.01,66.91,71.68,65.54
2021-11-19,43.51,41.34,45.94,52.69,53.81,48.71
2021-11-20,68.54,47.89,75.99,77.75,44.81,71.28
2021-11-21,42.21,57.48,74.74,69.96,47.06,57.87
2021-11-22,45.19,76.21,50.96,56.45,43.32,62.25
2021-11-23,51.53,55.34,65.29,41.25,59.41,64.46
2021-11-24,53.79,46.84,75.33,65.33,61.59,52.33
2021-11-25,73.89,60.75,51.91,43.37,64.71,49.2
2021-11-26,55.16,46.52,44.73,70.13,74.73,59.64
2021-11-27,62.36,55.63,72.57,53.48,62.27,79.74
2021-11-28,47.04,67.48,48.3,58.65,50.39,74.0
2021-11-29,65.15,63.25,42.43,47.54,78.69,44.11
2021-11-30,45.85,40.71,56.32,50.71,47.03,47.07
2021-12-01,61.98,56.08,44.15,60.66,68.44,52.99
2021-12-02,41.21,66.94,65.32,51.24,49.03,43.87
2021-12-03,56.85,79.83,77.22,43.73,71.64,64.91
2021-12-04,69.6,50.48,62.94,56.34,63.54,61.49
2021-12-05,50.12,63.13,61.93,70.57,49.71,48.7
2021-12-06,62.55,55.98,42.59,44.01,44.83,42.09
2021-12-07,57.42,69.95,74.6,75.59,79.34,48.5
2021-12-08,79.21,51.56,66.73,63.71,74.16,55.69
2021-12-09,76.56,44.12,63.38,41.99,70.82,43.43
2021-12-10,72.43,73.08,70.01,64.88,63.83,66.8
2021-12-11,68.07,60.36,63.98,58.1,50.27,76.02
2021-12-12,67.95,47.76,57.76,70.92,48.64,47.62
2021-12-13,75.29,45.88,76.33,64.37,74.08,78.0
2021-12-14,64.11,55.96,46.25,43.97,75.88,41.76
2021-12-15,60.99,46.71,47.62,45.68,52.15,43.28
2021-12-16,55.57,51.36,58.72,61.23,78.44,53.93
2021-12-17,77.27,52.7,48.67,61.73,63.49,51.32
2021-12-18,78.46,63.21,46.49,74.03,75.24,68.08
2021-12-19,52.55,58.96,50.6,48.2,59.49,70.25
2021-12-20,59.61,56.74,56.18,52.49,76.39,51.31
2021-12-21,58.62,71.04,59.5,76.66,61.34,53.9
2021-12-22,67.91,76.28,63.08,56.81,65.71,50.62
2021-12-23,65.52,62.16,58.39,55.25,67.46,76.68
2021-12-24,61.59,50.48,60.44,59.94,43.23,41.3
2021-12-25,64.73,48.64,55.9,48.11,66.8,79.67
2021-12-26,51.93,68.53,78.14,67.45,43.16,63.12
2021-12-27,40.84,63.48,78.19,50.78,64.3,47.99
2021-12-28,41.25,56.46,67.98,44.98,70.85,67.04
2021-12-29,55.41,55.68,41.47,55.49,77.03,73.8
2021-12-30,64.07,77.29,55.38,44.19,78.21,66.27
2021-12-31,49.09,67.88,52.97,77.8,74.49,66.5
2022-01-01,78.86,68.73,53.55,41.02,79.75,46.05
2022-01-02,79.93,61.13,47.39,41.58,59.71,66.02
2022-01-03,45.12,75.12,53.78,60.52,65.21,60.74
2022-01-04,78.1,72.54,72.45,54.88,46.39,72.89
2022-01-05,60.15,64.74,42.64,47.01,65.17,60.63
2022-01-06,41.92,66.14,60.85,68.13,45.16,70.05
2022-01-07,79.04,67.97,44.31,60.33,54.69,64.82
2022-01-08,52.2,76.76,47.59,49.16,68.72,63.91
2022-01-09,63.68,64.81,44.69,69.24,43.8,43.97
2022-01-10,55.95,72.09,73.97,43.99,70.85,69.84
2022-01-11,63.94,63.64,61.21,56.35,68.98,79.63
2022-01-12,42.91,44.78,72.45,48.28,68.95,57.94
2022-01-13,55.12,59.63,73.53,78.95,53.16,53.47
2022-01-14,72.07,40.29,65.99,55.38,71.91,68.69
2022-01-15,56.82,74.24,77.06,72.15,42.35,69.32
2022-01-16,59.38,71.27,52.37,66.33,77.1,79.48
2022-01-17,64.67,46.91,51.94,72.99,63.79,67.19
2022-01-18,61.7,79.66,57.5,56.37,66.07,52.89
2022-01-19,52.09,50.73,49.08,77.01,48.44,64.73
2022-01-20,58.04,62.01,42.08,47.05,78.3,72.13
2022-01-21,76.83,68.75,58.36,62.88,66.13,51.9
2022-01-22,78.1,42.42,59.32,47.39,67.86,74.03
2022-01-23,45.42,54.2,76.28,67.61,42.54,69.73
2022-01-24,66.78,45.75,71.41,54.34,66.25,56.71
2022-01-25,48.04,49.06,67.73,75.12,58.69,65.5
2022-01-26,51.56,59.3,57.37,72.73,42.63,41.94
2022-01-27,68.34,47.92,40.59,57.13,56.4,70.13
2022-01-28,55.92,46.1,64.64,76.54,62.81,54.27
2022-01-29,73.49,53.24,47.73,45.97,79.99,62.81
2022-01-30,63.42,66.81,58.89,45.93,75.18,73.42
2022-01-31,50.29,41.98,68.31,68.75,59.32,63.23
2022-02-01,58.07,57.12,53.84,43.44,42.4,63.83
2022-02-02,48.51,61.64,47.56,43.84,45.17,61.96
2022-02-03,74.34,64.94,66.14,58.07,79.97,73.73
2022-02-04,51.26,49.25,55.58,56.83,55.1,68.79
2022-02-05,70.79,64.14,57.02,46.28,67.98,51.3
2022-02-06,69.42,76.27,66.02,47.46,55.87,50.4
2022-02-07,72.8,54.74,75.68,55.07,75.39,78.5
2022-02-08,41.97,75.2,43.86,46.44,45.92,76.23
2022-02-09,75.07,75.57,77.1,44.9,72.51,42.43
2022-02-10,67.35,52.05,76.54,65.57,60.61,79.72
2022-02-11,75.28,58.5,41.01,66.48,46.66,55.69
2022-02-12,45.68,58.62,53.18,55.83,50.34,75.84
2022-02-13,47.03,71.84,44.02,42.56,77.47,74.58
2022-02-14,47.77,45.06,48.39,77.2,77.37,74.46
2022-02-15,42.97,70.77,67.04,68.9,74.55,64.11
2022-02-16,78.19,68.72,46.95,70.61,61.59,66.46
2022-02-17,69.01,57.94,61.91,59.17,57.4,44.77
2022-02-18,44.26,76.92,67.74,48.43,55.87,54.37
2022-02-19,63.85,78.97,61.79,72.72,67.39,50.5
2022-02-20,60.07,60.79,40.92,50.77,58.67,55.91
2022-02-21,47.1,57.01,71.77,45.47,56.44,50.46
2022-02-22,43.34,60.15,46.15,49.84,55.23,40.06
2022-02-23,60.21,56.85,67.67,67.58,72.15,55.77
2022-02-24,75.73,46.11,62.95,71.13,40.98,45.14
2022-02-25,72.64,71.2,72.55,60.08,43.67,74.96
2022-02-26,70.45,50.94,58.53,64.82,68.42,54.14
2022-02-27,46.51,67.77,78.02,53.11,77.32,43.29
2022-02-28,54.12,51.88,52.34,67.41,50.87,49.22
2022-03-01,72.44,69.42,45.08,69.68,64.18,48.48
2022-03-02,48.01,52.09,51.79,65.92,50.3,74.98
2022-03-03,47.63,61.79,41.8,45.13,42.98,51.63
2022-03-04,56.25,55.52,73.68,44.98,54.01,52.7
2022-03-05,45.34,45.99,40.08,49.75,51.72,54.37
2022-03-06,59.49,73.05,76.85,70.32,53.49,63.59
2022-03-07,66.82,52.35,55.81,75.4,52.58,61.13
2022-03-08,62.2,72.93,53.55,49.01,44.96,62.24
2022-03-09,77.06,71.22,58.99,62.27,50.85,50.96
2022-03-10,56.65,47.49,51.54,44.81,41.38,45.75
2022-03-11,44.5,48.56,68.07,65.82,45.7,71.68
2022-03-12,45.5,79.7,66.57,79.68,52.39,57.22
2022-03-13,50.92,49.88,66.02,53.1,48.8,41.87
2022-03-14,74.53,40.85,58.01,48.3,49.43,79.09
2022-03-15,44.28,45.31,45.5,55.37,74.31,77.59
2022-03-16,52.09,62.51,75.75,77.7,69.86,76.45
2022-03-17,72.25,57.86,74.48,50.06,76.85,74.3
2022-03-18,53.01,61.45,40.64,78.75,75.92,48.06
2022-03-19,76.14,66.39,42.43,62.81,64.9,52.19
2022-03-20,79.88,72.88,55.91,76.26,67.22,76.2
2022-03-21,72.12,55.66,75.61,67.65,63.14,70.16
2022-03-22,44.35,42.47,64.24,45.74,45.51,46.8
2022-03-23,46.9,61.13,57.24,75.06,68.54,68.02
2022-03-24,69.41,75.0,62.1,61.9,65.58,54.96
2022-03-25,66.4,65.85,66.86,79.51,44.57,52.04
2022-03-26,47.9,44.63,56.62,68.0,59.09,47.7
2022-03-27,44.99,49.08,42.9,79.71,51.12,49.73
2022-03-28,73.54,67.85,42.0,47.65,63.73,56.26
2022-03-29,75.51,41.03,60.87,79.41,42.53,66.98
2022-03-30,73.64,41.09,42.66,44.36,75.14,44.62
2022-03-31,47.4,45.54,68.83,75.16,68.42,70.76
2022-04-01,48.34,74.72,78.99,75.25,59.86,45.27
2022-04-02,56.57,54.71,43.36,41.06,45.28,42.73
2022-04-03,68.13,73.1,53.99,79.41,78.88,43.93
2022-04-04,75.71,47.54,76.18,67.62,61.4,49.31
2022-04-05,78.37,42.0,50.7,67.81,55.6,70.69
2022-04-06,43.3,43.37,50.36,48.38,64.95,69.64
2022-04-07,55.43,68.74,41.58,45.41,62.41,55.81
2022-04-08,47.46,59.86,62.25,48.12,73.29,72.16
2022-04-09,59.3,66.45,55.91,66.08,65.46,40.85
2022-04-10,45.48,73.64,75.62,59.97,76.73,76.05
2022-04-11,73.71,56.46,59.81,64.75,68.51,72.04
2022-04-12,57.84,78.78,67.16,76.01,59.54,41.46
2022-04-13,46.78,79.91,65.02,71.89,62.86,58.98
2022-04-14,52.98,78.07,69.25,71.2,49.05,50.67
2022-04-15,67.16,54.48,50.11,61.69,43.91,79.54
2022-04-16,79.04,48.58,53.65,76.65,61.01,64.73
2022-04-17,42.05,78.46,45.76,52.3,65.01,76.12
2022-04-18,76.81,62.05,48.57,60.36,54.0,64.78
2022-04-19,64.39,67.29,70.98,65.88,58.05,74.7
2022-04-20,67.37,69.1,78.91,50.93,75.67,49.08
2022-04-21,47.15,60.86,70.11,45.78,66.89,68.99
2022-04-22,49.53,58.05,78.69,52.32,65.69,66.93
2022-04-23,76.01,42.28,44.6,61.64,78.49,67.12
2022-04-24,40.27,68.54,62.54,75.01,52.76,57.33
2022-04-25,65.42,52.67,42.83,69.3,57.24,66.42
2022-04-26,69.62,66.3,42.09,76.67,50.34,79.5
2022-04-27,44.11,60.8,55.33,47.34,57.97,45.73
2022-04-28,72.31,45.86,70.14,72.07,45.91,63.05
2022-04-29,52.13,71.42,41.92,49.57,79.63,75.73
2022-04-30,66.85,70.67,77.83,56.45,55.02,59.78
2022-05-01,40.66,72.42,73.81,63.28,78.05,77.55
2022-05-02,43.81,48.54,74.54,52.92,61.42,45.96
2022-05-03,60.88,46.07,52.72,74.95,49.21,48.47
2022-05-04,43.91,72.79,42.08,72.99,45.33,68.08
2022-05-05,62.51,72.8,72.17,60.54,77.01,75.64
2022-05-06,79.06,48.74,58.16,69.71,41.55,69.67
2022-05-07,72.67,61.88,66.77,40.75,46.82,53.22
2022-05-08,65.76,40.39,60.65,60.43,61.59,73.96
2022-05-09,76.68,62.95,78.34,40.15,66.48,44.67
2022-05-10,64.27,66.59,45.32,47.46,72.98,55.64
2022-05-11,49.35,73.42,60.21,53.22,50.96,73.97
2022-05-12,61.55,40.35,47.63,43.67,50.17,58.47
2022-05-13,41.8,55.47,47.97,75.59,65.86,75.5
2022-05-14,67.23,47.34,75.79,59.39,61.08,61.56
2022-05-15,46.58,42.71,63.81,48.05,51.71,60.74
2022-05-16,60.26,57.0,55.82,64.32,47.51,62.85
2022-05-17,51.28,60.71,74.08,72.62,63.44,42.52
2022-05-18,53.15,45.84,56.93,74.71,63.8,42.99
2022-05-19,49.28,66.91,78.28,53.54,57.22,61.91
2022-05-20,74.51,51.59,71.96,73.08,54.17,66.79
2022-05-21,65.5,79.21,68.04,67.41,72.1,77.11
2022-05-22,51.13,58.66,51.01,54.03,77.14,63.21
2022-05-23,58.42,46.14,43.88,42.28,78.94,58.88
2022-05-24,72.43,52.46,62.45,78.74,46.24,48.38
2022-05-25,63.26,42.68,70.93,77.16,44.67,75.01
2022-05-26,51.97,43.32,76.17,40.13,51.94,63.67
2022-05-27,62.02,40.14,73.5,60.77,63.69,48.6
2022-05-28,77.0,57.12,78.98,71.78,48.8,52.34
2022-05-29,65.52,67.3,66.1,76.16,71.05,76.32
2022-05-30,79.9,42.49,66.03,77.65,59.21,53.48
2022-05-31,78.57,61.36,72.34,54.27,47.57,53.86
2022-06-01,61.5,63.21,76.01,54.2,48.33,50.36
2022-06-02,66.56,77.98,63.5,64.69,50.48,41.01
2022-06-03,48.32,57.21,78.61,43.6,46.37,43.42
2022-06-04,52.26,75.64,71.16,69.84,47.59,49.23
2022-06-05,63.11,41.06,73.13,61.75,68.24,49.53
2022-06-06,61.18,58.54,79.75,41.92,70.03,40.63
2022-06-07,52.73,65.19,46.87,54.64,79.75,54.1
2022-06-08,42.67,65.85,66.55,59.75,71.39,66.03
2022-06-09,61.2,75.46,77.14,48.96,79.11,76.63
2022-06-10,64.26,67.31,75.61,70.82,40.24,56.44
2022-06-11,64.16,74.04,50.7,57.36,52.2,64.29
2022-06-12,41.79,78.06,79.57,42.21,41.87,45.99
2022-06-13,68.71,55.26,64.53,49.44,60.75,53.01
2022-06-14,55.72,59.66,48.36,48.51,56.78,56.98
2022-06-15,52.37,61.79,64.4,51.0,52.68,46.31
2022-06-16,74.01,76.1,57.15,40.2,57.27,76.11
2022-06-17,48.98,70.1,58.12,51.86,62.15,56.3
2022-06-18,78.99,68.52,78.36,60.64,41.49,56.1
2022-06-19,46.11,60.47,49.83,71.17,66.35,42.59
2022-06-20,50.16,69.8,73.12,52.62,52.48,64.84
2022-06-21,61.65,43.93,44.62,61.79,45.41,64.77
2022-06-22,47.92,41.86,69.29,44.33,72.97,54.52
2022-06-23,48.66,56.65,40.16,47.8,44.07,56.46
2022-06-24,42.98,66.07,48.78,44.1,58.47,68.73
2022-06-25,47.35,59.05,64.52,59.62,45.73,74.15
2022-06-26,64.37,51.74,69.6,79.01,64.98,76.85
2022-06-27,70.11,65.15,44.82,47.11,73.95,56.52
2022-06-28,44.4,54.49,46.66,45.52,55.84,78.68
2022-06-29,57.03,63.22,58.89,69.93,63.24,58.5
2022-06-30,43.54,52.79,48.51,74.38,70.85,55.79
2022-07-01,64.11,44.79,60.6,55.52,55.78,46.89
2022-07-02,73.54,65.49,55.78,68.48,66.91,47.73
2022-07-03,76.89,57.08,65.28,61.33,47.19,45.42
2022-07-04,56.81,77.38,56.12,51.02,75.37,70.97
2022-07-05,68.32,59.34,73.3,41.1,68.32,68.05
2022-07-06,72.77,75.65,52.63,48.41,79.12,55.05
2022-07-07,74.24,48.09,76.09,54.74,52.84,67.46
2022-07-08,72.16,71.2,44.47,61.43,77.72,43.69
2022-07-09,45.93,50.6,75.23,71.6,47.6,55.14
2022-07-10,73.21,47.12,55.75,63.98,76.91,57.6
2022-07-11,74.05,50.11,57.13,59.29,50.62,77.3
2022-07-12,68.26,40.98,44.88,59.69,54.23,46.25
2022-07-13,62.06,52.45,71.71,42.13,72.02,51.26
2022-07-14,50.67,66.12,46.08,51.57,65.9,73.17
2022-07-15,77.15,69.49,54.54,45.41,42.24,51.93
2022-07-16,64.38,44.79,68.68,71.02,51.51,76.36
2022-07-17,53.43,60.75,66.05,48.74,68.96,44.56
2022-07-18,57.06,75.84,79.19,49.54,43.92,45.29
2022-07-19,68.7,65.25,62.46,70.42,60.23,74.65
2022-07-20,75.73,63.92,44.35,76.32,40.84,64.21
2022-07-21,74.5,75.57,68.43,60.59,69.66,71.34
2022-07-22,73.08,74.27,63.25,43.34,63.59,47.74
2022-07-23,72.3,75.35,46.63,55.68,45.11,76.28
2022-07-24,79.54,41.1,64.84,58.92,50.27,48.08
2022-07-25,76.9,52.24,56.35,70.65,52.07,51.95
2022-07-26,63.7,53.32,48.26,71.72,54.55,51.45
2022-07-27,54.95,61.38,59.89,65.55,59.4,69.81
2022-07-28,58.92,79.07,58.79,75.09,63.36,70.64
2022-07-29,60.57,42.76,75.56,67.51,65.99,61.45
2022-07-30,40.71,55.04,50.78,44.26,50.81,40.11
2022-07-31,60.36,75.45,70.74,43.07,74.78,78.97
2022-08-01,64.59,64.75,45.23,64.8,56.89,68.68
2022-08-02,78.52,76.52,53.94,44.66,42.44,54.49
2022-08-03,72.65,67.48,40.11,58.29,78.1,53.34
2022-08-04,77.78,74.64,76.97,75.2,73.74,62.3
2022-08-05,62.46,63.48,45.87,52.28,51.15,43.65
2022-08-06,50.65,61.62,42.95,52.12,68.8,60.53
2022-08-07,61.51,71.16,43.54,67.62,72.27,79.96
2022-08-08,79.59,41.05,69.7,75.15,54.18,54.25
2022-08-09,69.2,77.91,45.25,69.07,72.3,65.12
2022-08-10,43.05,74.43,49.13,62.11,67.32,59.96
2022-08-11,77.23,53.34,55.25,53.44,51.07,44.43
2022-08-12,76.39,79.19,58.18,73.66,77.75,45.55
2022-08-13,49.61,42.52,60.14,59.33,49.74,42.33
2022-08-14,74.5,57.72,58.35,61.29,77.59,57.88
2022-08-15,41.59,65.57,66.91,49.98,47.79,55.92
2022-08-16,76.24,65.21,55.18,70.46,43.41,61.97
2022-08-17,71.3,74.55,70.73,48.74,69.28,41.41
2022-08-18,68.92,44.52,60.4,52.92,41.92,40.7
2022-08-19,50.59,41.69,51.51,52.47,72.33,64.37
2022-08-20,53.02,48.49,43.02,50.9,58.42,50.72
2022-08-21,65.4,61.71,71.47,79.16,56.6,59.87
2022-08-22,46.12,71.59,63.73,76.34,45.52,44.31
2022-08-23,48.53,54.86,63.64,67.13,63.25,69.06
2022-08-24,52.28,42.81,54.29,77.9,78.67,42.48
2022-08-25,69.48,65.37,59.49,73.14,53.16,72.54
2022-08-26,50.61,76.96,73.11,63.77,51.14,59.38
2022-08-27,54.85,52.22,78.26,63.42,70.04,40.66
2022-08-28,74.2,76.92,52.62,72.94,63.36,49.01
2022-08-29,46.44,65.68,48.26,51.84,60.19,61.8
2022-08-30,49.54,71.2,42.41,45.15,74.74,49.53
2022-08-31,75.11,69.22,54.04,42.32,64.31,76.25
2022-09-01,44.98,70.44,53.83,43.76,59.46,57.97
2022-09-02,46.39,79.35,53.3,60.48,58.78,75.83
2022-09-03,70.29,47.52,77.22,67.5,40.62,62.59
2022-09-04,44.09,66.79,78.87,59.84,49.8,63.03
2022-09-05,45.94,62.52,42.86,61.46,69.62,64.7
2022-09-06,69.55,66.1,50.37,61.82,46.2,67.05
2022-09-07,78.51,54.03,53.71,64.1,67.13,53.71
2022-09-08,53.91,74.96,42.22,68.3,67.71,71.93
2022-09-09,65.07,44.44,61.97,53.89,73.87,43.29
2022-09-10,41.24,76.47,67.9,61.66,57.76,54.83
