date,Nikkei 225,Toyota Motor Corporation,Mitsubishi UFJ Financial Group,Sony Group Corporation,Hitachi Ltd.,"Nintendo Co., Ltd."
2021-06-14,40.31,66.07,78.38,53.56,41.32,69.14
2021-06-15,63.73,57.58,73.94,65.19,71.4,55.77
2021-06-16,55.29,73.76,76.79,52.44,67.61,52.77
2021-06-17,48.14,41.33,50.27,46.55,76.48,57.01
2021-06-18,45.83,55.57,56.68,52.51,74.8,43.7
2021-06-19,46.14,51.52,55.09,51.25,53.2,47.73
2021-06-20,70.34,53.35,78.83,59.39,70.79,74.93
2021-06-21,43.65,71.18,47.65,53.24,50.62,61.45
2021-06-22,67.56,54.54,66.61,66.11,43.39,50.02
2021-06-23,67.19,60.61,50.83,63.63,48.3,48.79
2021-06-24,59.46,64.1,49.73,61.91,50.18,49.08
2021-06-25,58.64,42.85,69.72,60.3,57.38,70.25
2021-06-26,64.01,54.81,59.21,68.13,65.7,49.38
2021-06-27,76.98,56.87,58.63,46.95,70.15,63.53
2021-06-28,71.09,56.71,52.33,63.48,72.07,61.98
2021-06-29,46.08,44.44,51.26,46.51,52.52,46.2
2021-06-30,70.93,49.27,74.96,72.44,56.48,47.24
2021-07-01,50.84,71.54,62.18,40.59,78.47,61.72
2021-07-02,58.99,51.61,61.3,42.44,72.19,61.59
2021-07-03,44.59,41.82,65.09,54.92,47.76,68.36
2021-07-04,40.5,61.99,60.95,41.56,76.62,62.54
2021-07-05,53.18,76.12,49.04,55.45,40.37,78.52
2021-07-06,76.22,40.55,63.75,71.88,62.42,56.16
2021-07-07,68.12,54.86,78.32,64.38,71.02,66.34
2021-07-08,55.15,50.87,65.48,41.94,56.25,76.94
2021-07-09,67.14,66.96,71.23,61.93,73.12,49.04
2021-07-10,53.54,52.95,53.29,76.21,47.1,62.04
2021-07-11,65.25,64.65,70.91,74.84,41.36,51.76
2021-07-12,78.43,65.91,54.86,75.23,41.5,58.75
2021-07-13,75.66,42.55,77.19,57.57,62.59,71.31
2021-07-14,79.58,77.92,70.87,71.12,77.55,69.87
2021-07-15,65.82,79.64,65.98,73.36,66.96,47.47
2021-07-16,61.79,48.77,59.4,45.76,47.71,55.45
2021-07-17,75.89,43.47,68.73,44.5,48.19,75.75
2021-07-18,61.37,58.84,61.08,66.19,71.93,74.49
2021-07-19,66.45,67.89,53.71,42.14,41.8,73.8
2021-07-20,75.39,70.66,54.61,46.76,62.67,53.52
2021-07-21,65.36,42.46,43.7,51.91,49.04,70.82
2021-07-22,64.01,55.44,70.71,58.53,46.36,74.92
2021-07-23,40.45,69.59,42.26,54.17,69.45,53.16
2021-07-24,62.37,75.61,69.33,54.93,55.86,54.69
2021-07-25,54.2,75.97,77.75,67.29,58.65,60.74
2021-07-26,72.78,61.73,64.08,51.51,64.3,70.75
2021-07-27,77.25,59.21,42.52,47.01,63.57,43.92
2021-07-28,77.46,64.56,79.38,60.3,42.79,60.12
2021-07-29,46.86,78.97,73.8,47.32,55.44,70.59
2021-07-30,71.49,52.97,71.38,66.87,67.98,61.11
2021-07-31,52.7,71.17,66.71,43.17,62.54,60.6
2021-08-01,61.1,72.76,46.65,75.14,77.16,53.93
2021-08-02,40.47,65.73,41.18,48.12,43.67,67.2
2021-08-03,64.12,60.87,62.8,50.26,62.86,60.59
2021-08-04,64.97,41.04,72.48,72.49,76.73,79.11
2021-08-05,40.22,77.48,79.86,76.48,76.09,48.29
2021-08-06,42.91,48.56,50.56,74.44,67.97,57.25
2021-08-07,74.07,66.91,66.08,73.41,55.81,74.92
2021-08-08,43.5,59.88,45.41,43.26,49.79,42.31
2021-08-09,78.41,61.72,74.1,60.4,46.79,71.24
2021-08-10,71.08,46.15,57.13,68.57,53.69,75.52
2021-08-11,57.05,52.8,60.17,58.96,79.54,55.71
2021-08-12,68.28,53.02,43.3,61.94,79.54,69.48
2021-08-13,78.1,79.13,71.13,56.28,44.12,46.25
2021-08-14,61.98,72.99,77.27,66.38,53.25,62.24
2021-08-15,78.9,49.68,40.33,79.43,43.06,49.58
2021-08-16,51.04,56.58,64.96,44.54,53.49,58.57
2021-08-17,48.73,46.49,52.26,46.17,55.55,48.39
2021-08-18,52.56,74.64,49.73,45.72,63.21,74.83
2021-08-19,57.39,57.95,52.79,52.09,57.19,59.24
2021-08-20,59.79,59.31,70.45,72.68,49.98,59.93
2021-08-21,63.1,46.15,57.18,63.0,72.5,65.5
2021-08-22,44.3,62.64,75.63,65.29,71.55,65.6
2021-08-23,51.23,75.64,51.63,66.93,64.47,67.03
2021-08-24,74.26,41.01,57.76,54.4,77.31,64.21
2021-08-25,69.7,64.94,40.31,59.23,63.95,44.75
2021-08-26,50.97,76.16,52.89,59.44,55.93,61.59
2021-08-27,52.11,41.11,57.11,46.7,41.89,66.35
2021-08-28,44.31,67.49,76.2,41.44,66.81,54.66
2021-08-29,75.91,54.62,69.2,76.27,52.86,76.18
2021-08-30,56.13,73.52,45.12,62.14,76.18,42.85
2021-08-31,73.45,78.32,55.37,75.93,66.21,78.44
2021-09-01,57.71,49.97,63.61,47.04,62.91,52.5
2021-09-02,53.09,51.32,49.53,77.23,78.39,41.08
2021-09-03,41.2,42.14,51.89,64.67,43.16,52.23
2021-09-04,70.85,75.37,49.66,76.48,65.89,73.01
2021-09-05,61.67,40.19,68.14,55.84,76.66,65.35
2021-09-06,47.84,62.66,51.24,40.58,72.72,77.77
2021-09-07,78.81,54.56,58.83,60.04,51.84,50.03
2021-09-08,57.37,64.61,43.08,72.19,79.11,46.12
2021-09-09,51.29,60.16,64.81,62.54,62.42,72.33
2021-09-10,77.36,62.97,45.76,70.21,60.77,77.48
2021-09-11,50.47,73.55,65.11,56.33,69.99,57.83
2021-09-12,58.56,78.33,52.5,68.54,71.3,58.36
2021-09-13,44.76,67.82,75.05,44.15,55.98,65.57
2021-09-14,51.67,41.36,62.19,58.58,47.43,75.89
2021-09-15,64.49,44.94,73.8,69.34,47.13,45.98
2021-09-16,48.69,43.09,71.72,46.74,71.03,65.49
2021-09-17,60.22,41.09,61.04,69.59,50.83,69.34
2021-09-18,54.52,78.41,68.93,55.37,54.83,67.56
2021-09-19,64.97,73.76,47.89,79.96,45.89,64.22
2021-09-20,61.01,47.26,40.22,61.49,44.86,40.22
2021-09-21,40.16,72.47,70.35,65.27,42.4,54.3
2021-09-22,48.61,62.43,66.23,45.5,76.24,77.74
2021-09-23,64.37,75.36,75.29,57.45,70.25,70.23
2021-09-24,48.53,66.74,40.48,44.94,75.99,61.56
2021-09-25,48.97,67.71,45.53,52.74,63.66,69.09
2021-09-26,72.25,60.0,77.24,72.78,47.38,62.34
2021-09-27,51.13,65.71,69.74,77.94,55.03,66.93
2021-09-28,51.06,61.47,56.93,66.53,64.15,57.44
2021-09-29,67.28,55.88,72.16,42.16,77.42,78.1
2021-09-30,62.79,50.87,50.39,50.27,48.13,63.9
2021-10-01,40.37,51.76,73.14,73.99,40.42,73.24
2021-10-02,71.73,79.57,65.33,77.36,52.05,43.24
2021-10-03,67.43,75.09,49.74,78.24,41.66,47.19
2021-10-04,68.95,46.38,58.92,79.53,46.45,72.95
2021-10-05,63.15,72.69,69.53,53.45,55.33,46.39
2021-10-06,65.28,74.99,45.41,60.37,55.35,44.41
2021-10-07,48.62,71.29,44.08,78.97,67.51,52.9
2021-10-08,56.04,45.19,72.2,44.02,45.97,47.91
2021-10-09,64.02,64.35,42.23,79.54,59.85,57.5
2021-10-10,79.41,72.33,42.69,75.25,51.16,56.59
2021-10-11,49.52,60.65,71.02,55.26,77.32,67.84
2021-10-12,43.39,64.95,62.48,77.16,50.02,71.98
2021-10-13,61.6,47.11,42.84,79.85,67.17,67.99
2021-10-14,59.15,45.58,71.6,69.3,48.23,77.57
2021-10-15,59.91,44.54,74.14,43.66,45.12,67.18
2021-10-16,70.51,77.24,48.85,67.46,41.98,55.2
2021-10-17,43.39,55.18,68.17,71.4,69.0,74.54
2021-10-18,60.24,75.33,73.93,70.73,78.61,47.28
2021-10-19,61.67,47.34,76.11,42.75,48.05,49.79
2021-10-20,52.39,59.5,71.82,76.78,76.04,47.27
2021-10-21,59.55,73.61,68.66,47.88,56.69,58.6
2021-10-22,76.99,55.37,64.56,63.9,41.11,67.44
2021-10-23,61.6,42.15,75.13,57.21,71.38,71.88
2021-10-24,54.75,67.17,74.88,79.66,61.88,55.52
2021-10-25,65.31,78.75,70.58,55.48,65.09,53.54
2021-10-26,72.34,51.96,46.3,46.14,42.2,45.96
2021-10-27,44.96,44.79,58.47,54.88,45.68,75.8
2021-10-28,78.12,55.72,76.77,50.27,56.53,73.78
2021-10-29,61.09,46.95,41.13,58.79,50.16,44.63
2021-10-30,62.24,53.85,54.68,62.97,72.9,78.69
2021-10-31,50.56,54.84,72.29,62.18,52.73,51.67
2021-11-01,76.45,55.62,74.54,53.16,74.22,52.17
2021-11-02,69.4,68.71,63.21,58.69,79.05,44.65
2021-11-03,75.89,57.64,58.38,68.56,66.09,64.5
2021-11-04,58.18,52.98,78.78,56.42,64.53,54.55
2021-11-05,73.5,69.21,66.07,61.24,59.78,46.64
2021-11-06,77.63,71.43,52.85,64.25,55.66,63.21
2021-11-07,52.88,40.53,74.51,45.07,54.29,58.73
2021-11-08,78.01,50.17,78.34,74.13,71.92,44.43
2021-11-09,42.85,70.43,62.81,61.25,53.63,46.95
2021-11-10,70.49,66.59,80.0,50.87,48.58,58.93
2021-11-11,56.16,60.65,78.41,79.41,56.09,52.8
2021-11-12,67.04,59.91,65.76,40.13,58.79,46.54
2021-11-13,42.48,51.47,68.19,77.3,50.98,56.08
2021-11-14,76.39,64.32,70.89,71.16,61.68,77.44
2021-11-15,72.81,77.18,58.21,53.89,78.61,79.55
2021-11-16,75.16,62.23,55.93,74.89,59.18,56.77
2021-11-17,73.7,67.52,71.07,75.73,64.69,59.98
2021-11-18,57.83,43.06,47.07,40.51,51.25,61.15
2021-11-19,42.18,47.15,66.65,66.35,64.38,43.24
2021-11-20,59.07,55.95,48.69,65.66,43.84,64.0
2021-11-21,72.67,64.81,44.62,53.36,69.75,67.03
2021-11-22,52.71,75.07,77.39,64.94,50.55,40.71
2021-11-23,45.57,61.0,60.91,62.26,40.28,61.11
2021-11-24,61.26,58.42,73.13,77.25,68.58,62.17
2021-11-25,46.4,53.1,43.76,78.8,41.65,51.19
2021-11-26,54.28,42.68,56.05,44.86,75.19,71.61
2021-11-27,40.75,68.83,43.39,72.3,77.98,46.81
2021-11-28,56.16,59.54,53.75,67.82,73.77,42.98
2021-11-29,47.43,76.37,67.85,51.42,78.09,63.82
2021-11-30,51.05,61.87,47.22,50.84,45.25,52.28
2021-12-01,73.03,55.22,62.43,41.42,58.13,50.72
2021-12-02,76.8,61.69,58.78,61.89,47.92,67.66
2021-12-03,52.86,46.32,66.48,58.08,64.46,41.1
2021-12-04,71.98,69.96,66.9,50.95,63.78,42.39
2021-12-05,78.27,51.34,61.52,77.39,46.53,52.67
2021-12-06,76.0,59.44,66.73,71.45,61.08,77.56
2021-12-07,64.48,53.77,45.42,65.06,74.83,46.15
2021-12-08,46.23,46.86,53.54,63.35,72.76,67.37
2021-12-09,53.49,41.89,57.65,54.94,45.99,76.86
2021-12-10,64.77,74.13,61.92,59.0,42.45,76.36
2021-12-11,70.76,79.46,58.0,70.04,75.63,49.41
2021-12-12,56.18,62.47,67.94,42.79,51.17,74.49
2021-12-13,41.78,65.81,79.34,46.12,42.67,40.36
2021-12-14,74.12,48.57,53.68,46.39,72.44,44.46
2021-12-15,48.89,40.58,74.6,78.26,68.56,40.43
2021-12-16,71.47,41.48,75.54,45.13,75.9,65.86
2021-12-17,58.05,61.78,50.98,43.06,73.77,76.57
2021-12-18,61.49,72.91,61.24,43.12,69.65,55.51
2021-12-19,62.74,65.05,49.18,74.62,62.87,44.55
2021-12-20,74.4,71.83,43.86,47.67,52.04,46.46
2021-12-21,57.71,57.09,47.97,71.51,54.65,68.11
2021-12-22,60.1,52.84,51.03,53.64,76.56,43.29
2021-12-23,59.18,49.94,76.47,78.15,78.55,44.53
2021-12-24,42.49,57.19,57.26,58.58,42.58,69.19
2021-12-25,63.07,46.86,78.56,70.83,56.14,42.01
2021-12-26,55.6,71.27,53.31,79.8,60.72,63.82
2021-12-27,63.3,70.29,40.53,41.34,44.37,52.6
2021-12-28,74.32,64.33,53.54,44.77,40.97,51.54
2021-12-29,44.94,67.82,44.83,54.59,77.15,58.1
2021-12-30,44.25,54.58,67.19,66.7,58.0,52.55
2021-12-31,40.04,76.42,76.17,40.27,73.97,62.19
2022-01-01,43.5,76.66,59.84,58.1,71.15,68.72
2022-01-02,79.91,77.89,48.12,49.2,43.53,75.4
2022-01-03,64.94,42.69,60.97,58.8,70.86,60.56
2022-01-04,76.89,74.25,40.16,76.48,53.03,42.8
2022-01-05,77.72,60.48,65.54,49.03,50.21,45.03
2022-01-06,59.29,53.27,44.43,69.24,46.52,50.18
2022-01-07,76.19,54.75,48.26,67.21,48.16,50.87
2022-01-08,67.34,79.65,76.26,65.11,53.7,67.22
2022-01-09,47.28,71.31,57.47,55.85,40.58,57.78
2022-01-10,70.75,62.61,65.67,58.12,47.92,57.82
2022-01-11,55.76,57.85,49.87,61.23,44.96,58.3
2022-01-12,70.3,40.3,45.04,42.15,73.81,58.82
2022-01-13,46.58,56.59,64.87,68.48,48.96,66.01
2022-01-14,57.17,70.06,41.96,60.27,63.86,79.47
2022-01-15,50.2,51.49,71.74,56.08,43.87,69.25
2022-01-16,64.48,40.23,58.46,62.15,61.01,47.02
2022-01-17,63.99,51.61,40.74,62.45,40.81,61.51
2022-01-18,73.75,54.47,69.06,69.07,70.73,77.2
2022-01-19,45.36,52.17,76.97,68.06,80.0,74.63
2022-01-20,49.83,72.15,51.22,55.61,63.41,71.11
2022-01-21,47.16,42.52,75.75,56.08,49.98,45.99
2022-01-22,79.12,61.73,65.59,59.9,46.86,73.51
2022-01-23,63.11,50.38,60.77,59.49,44.16,74.13
2022-01-24,75.96,66.4,49.93,68.75,69.29,74.57
2022-01-25,51.93,78.91,58.29,59.77,52.08,60.04
2022-01-26,63.62,66.83,79.63,79.47,40.29,65.98
2022-01-27,76.5,63.85,58.0,65.5,46.53,53.02
2022-01-28,79.26,41.26,73.96,40.25,49.59,59.3
2022-01-29,77.25,62.48,47.51,59.56,46.06,64.73
2022-01-30,75.46,49.87,75.22,69.07,52.15,63.29
2022-01-31,57.98,50.99,45.83,68.72,48.82,41.47
2022-02-01,43.28,78.56,79.39,51.72,47.18,64.57
2022-02-02,68.62,63.13,52.13,40.12,66.12,59.25
2022-02-03,48.15,69.9,60.14,71.56,59.27,51.98
2022-02-04,72.22,45.77,62.95,79.57,44.7,52.71
2022-02-05,41.78,47.37,77.13,41.18,40.3,64.39
2022-02-06,47.28,45.78,67.99,75.4,47.15,60.66
2022-02-07,66.7,51.1,64.86,52.06,64.61,69.57
2022-02-08,63.99,59.96,57.41,67.98,62.35,52.98
2022-02-09,59.66,51.92,46.21,47.99,51.06,47.55
2022-02-10,78.25,54.71,47.9,57.66,64.71,51.53
2022-02-11,66.42,46.15,53.2,56.4,56.02,40.04
2022-02-12,68.67,42.11,69.27,49.92,52.37,79.85
2022-02-13,71.96,45.8,78.53,72.64,68.15,74.97
2022-02-14,64.7,58.35,44.84,45.37,55.71,59.92
2022-02-15,66.8,45.42,41.33,76.24,61.75,77.09
2022-02-16,71.01,74.43,54.05,62.77,59.35,61.26
2022-02-17,70.63,72.69,41.88,46.15,59.83,73.25
2022-02-18,76.14,53.59,50.68,66.47,49.88,64.62
2022-02-19,48.92,51.65,67.28,58.99,60.46,63.3
2022-02-20,71.95,55.2,49.95,54.21,58.33,63.02
2022-02-21,69.4,57.06,69.23,44.05,40.05,48.86
2022-02-22,52.9,73.13,69.7,70.95,48.31,78.98
2022-02-23,56.84,73.06,67.45,44.23,56.57,59.23
2022-02-24,49.12,61.68,75.94,59.84,67.04,61.84
2022-02-25,74.0,62.19,45.26,59.63,53.2,59.41
2022-02-26,57.51,77.64,62.71,66.64,66.37,79.81
2022-02-27,73.9,43.02,56.14,48.78,77.11,44.58
2022-02-28,42.45,76.15,48.02,52.81,79.0,60.28
2022-03-01,65.79,55.12,46.7,50.77,52.37,62.79
2022-03-02,67.85,53.75,57.66,63.01,72.81,74.55
2022-03-03,74.4,62.13,48.94,49.41,66.13,69.59
2022-03-04,79.98,79.06,67.72,49.56,46.53,47.52
2022-03-05,47.87,65.32,46.52,66.67,63.26,53.21
2022-03-06,78.64,49.18,74.24,51.55,54.26,52.3
2022-03-07,62.18,48.84,67.06,49.11,76.25,51.55
2022-03-08,74.75,45.01,57.38,73.67,55.83,76.76
2022-03-09,70.8,65.67,40.74,52.61,59.34,42.41
2022-03-10,43.7,64.75,75.24,73.16,55.47,76.66
2022-03-11,54.36,42.41,62.76,40.09,66.09,75.37
2022-03-12,45.19,54.38,51.74,43.65,55.61,63.95
2022-03-13,63.97,58.36,66.44,64.74,68.16,73.64
2022-03-14,51.53,73.32,79.88,79.42,78.97,53.04
2022-03-15,52.4,54.57,72.5,64.26,63.78,53.65
2022-03-16,52.51,50.22,56.02,48.05,69.6,71.04
2022-03-17,62.67,79.2,59.45,72.94,58.61,78.41
2022-03-18,71.14,65.32,50.12,68.16,55.62,73.91
2022-03-19,45.86,63.99,70.74,63.02,71.43,56.57
2022-03-20,41.5,73.95,75.59,64.13,78.74,57.81
2022-03-21,42.38,69.73,74.14,71.12,56.54,63.84
2022-03-22,77.24,77.63,40.03,71.5,45.07,41.13
2022-03-23,41.36,66.5,64.98,57.06,40.01,72.56
2022-03-24,78.88,69.36,60.32,54.97,44.09,65.84
2022-03-25,68.44,55.54,70.21,61.67,59.18,68.47
2022-03-26,66.83,53.17,43.67,64.8,55.61,52.0
2022-03-27,50.67,53.35,75.07,49.36,49.92,68.0
2022-03-28,68.82,64.57,55.53,49.12,66.67,45.89
2022-03-29,42.23,70.55,64.1,72.12,70.92,78.59
2022-03-30,62.12,55.96,63.71,76.0,47.62,62.38
2022-03-31,47.35,64.93,47.86,40.95,64.83,43.67
2022-04-01,51.93,68.71,41.43,55.03,57.45,53.59
2022-04-02,50.62,48.62,50.26,64.1,52.54,41.38
2022-04-03,78.83,72.51,77.59,69.92,61.28,64.79
2022-04-04,51.22,64.69,54.72,66.84,73.06,79.96
2022-04-05,44.8,41.31,43.94,51.12,77.55,69.34
2022-04-06,46.14,74.55,60.68,61.24,63.01,56.73
2022-04-07,54.47,65.05,41.79,64.45,53.46,54.49
2022-04-08,75.72,63.36,71.29,65.51,75.32,69.27
2022-04-09,41.98,40.32,69.55,67.31,60.84,49.66
2022-04-10,41.01,41.41,69.0,72.9,73.4,73.35
2022-04-11,42.61,49.53,57.41,73.89,45.63,50.57
2022-04-12,59.63,58.94,51.37,57.01,75.66,61.73
2022-04-13,70.33,48.26,43.42,68.03,66.22,41.78
2022-04-14,49.16,51.37,63.71,78.61,79.12,60.86
2022-04-15,76.33,58.67,61.54,73.78,62.68,76.83
2022-04-16,64.22,56.12,40.76,50.52,72.41,45.84
2022-04-17,70.57,44.1,56.56,73.53,47.13,43.27
2022-04-18,69.62,48.93,54.35,61.26,68.55,54.25
2022-04-19,54.9,48.85,64.8,57.96,57.8,50.47
2022-04-20,45.02,64.03,63.28,59.18,53.23,62.26
2022-04-21,50.15,66.78,76.98,61.73,60.48,68.29
2022-04-22,64.96,52.59,42.2,55.61,54.8,77.22
2022-04-23,47.68,61.05,45.97,74.37,52.82,60.01
2022-04-24,52.84,63.97,70.48,65.13,67.74,44.01
2022-04-25,56.76,76.77,75.41,52.15,76.96,45.83
2022-04-26,79.64,65.1,73.75,66.34,42.1,52.27
2022-04-27,69.68,65.63,57.14,77.94,49.05,74.47
2022-04-28,53.07,77.99,58.95,70.72,53.86,48.68
2022-04-29,62.23,61.03,50.17,74.26,47.53,69.78
2022-04-30,75.8,44.1,70.83,67.77,74.75,67.7
2022-05-01,56.71,59.71,66.54,51.36,64.2,46.42
2022-05-02,66.26,78.32,47.76,56.89,64.46,65.31
2022-05-03,47.74,56.73,45.95,78.39,53.08,46.84
2022-05-04,45.69,54.2,44.47,72.3,61.63,75.35
2022-05-05,49.3,64.44,47.58,76.99,47.05,72.36
2022-05-06,77.5,56.38,49.83,72.53,78.36,76.75
2022-05-07,72.11,73.34,74.38,75.71,40.77,73.74
2022-05-08,62.74,49.51,44.59,74.02,56.28,75.51
2022-05-09,61.65,44.45,42.47,72.22,58.3,58.04
2022-05-10,58.97,41.53,59.88,66.46,49.26,57.3
2022-05-11,74.1,49.29,78.38,75.02,75.8,54.21
2022-05-12,75.83,70.19,55.01,75.05,53.26,61.13
2022-05-13,79.64,53.78,63.66,55.63,51.13,67.33
2022-05-14,58.39,52.38,48.0,68.27,70.98,71.56
2022-05-15,59.96,74.8,76.59,79.63,53.31,70.76
2022-05-16,40.87,70.71,49.69,46.58,65.42,78.41
2022-05-17,68.41,56.06,53.34,59.71,59.09,71.5
2022-05-18,77.75,69.47,63.55,55.84,75.83,59.44
2022-05-19,46.94,49.65,54.8,48.77,72.9,41.25
2022-05-20,76.63,43.47,41.03,55.62,61.7,53.91
2022-05-21,49.51,60.5,71.78,71.07,46.92,59.59
2022-05-22,42.2,76.63,79.46,44.51,74.9,50.98
2022-05-23,51.2,42.39,41.8,51.02,70.47,57.97
2022-05-24,52.49,48.93,44.08,54.99,57.46,68.56
2022-05-25,74.14,68.28,45.28,70.5,53.6,55.71
2022-05-26,41.77,75.18,79.82,55.04,58.13,63.73
2022-05-27,65.12,57.71,64.98,45.71,58.73,52.91
2022-05-28,74.7,68.82,60.2,61.28,48.11,51.41
2022-05-29,69.66,50.2,68.75,72.13,54.6,75.98
2022-05-30,61.49,62.74,76.75,53.46,61.57,40.55
2022-05-31,50.48,57.25,78.15,72.26,65.84,63.89
2022-06-01,74.6,60.78,45.43,64.75,43.1,46.63
2022-06-02,55.3,55.56,50.56,68.16,40.89,51.54
2022-06-03,41.81,66.89,58.04,52.52,51.32,51.02
2022-06-04,58.75,67.83,47.77,53.39,76.5,67.74
2022-06-05,74.92,72.78,49.21,77.07,58.53,72.31
2022-06-06,77.17,43.37,60.78,47.53,60.56,59.36
2022-06-07,53.47,71.2,60.64,59.33,75.17,47.92
2022-06-08,53.68,45.29,49.29,40.28,42.01,50.83
2022-06-09,48.03,73.66,51.06,67.73,57.28,54.05
2022-06-10,53.85,54.47,41.61,50.02,63.05,52.56
2022-06-11,65.4,43.28,45.89,49.14,78.53,51.19
2022-06-12,42.72,43.9,40.99,62.59,58.58,49.69
2022-06-13,67.64,56.36,60.42,64.36,65.93,72.94
2022-06-14,58.94,75.1,74.98,46.04,51.52,42.36
2022-06-15,42.84,52.35,63.87,62.29,46.67,75.4
2022-06-16,67.37,52.44,40.88,41.79,64.35,68.05
2022-06-17,59.5,68.65,52.58,76.42,72.56,76.17
2022-06-18,67.55,61.57,62.84,64.46,54.37,64.4
2022-06-19,57.19,45.1,78.47,50.76,60.21,61.21
2022-06-20,44.99,52.35,62.48,49.25,66.58,74.02
2022-06-21,58.28,57.32,43.52,65.99,68.7,79.99
2022-06-22,66.1,59.14,67.84,56.25,62.62,58.59
2022-06-23,74.9,43.4,75.28,69.69,40.54,57.51
2022-06-24,77.28,43.14,40.64,43.63,75.72,53.4
2022-06-25,43.2,70.77,46.75,67.15,59.65,61.47
2022-06-26,52.42,50.84,59.18,70.64,53.1,72.53
2022-06-27,40.87,47.44,61.47,65.71,46.21,68.53
2022-06-28,44.28,55.65,50.32,45.3,74.76,44.41
2022-06-29,75.02,53.25,44.95,59.13,68.56,59.9
2022-06-30,54.82,53.08,68.69,54.85,78.34,63.47
2022-07-01,54.38,41.72,68.23,77.95,62.45,68.96
2022-07-02,73.69,54.58,56.01,71.98,67.2,42.93
2022-07-03,44.77,46.01,72.87,45.82,40.57,75.37
2022-07-04,51.16,42.04,53.5,41.62,47.39,66.9
2022-07-05,49.09,59.51,60.97,74.91,45.79,73.01
2022-07-06,76.98,50.94,43.19,63.76,49.34,47.35
2022-07-07,74.79,52.85,57.74,79.61,77.15,40.92
2022-07-08,44.31,76.32,78.74,70.45,52.55,67.35
2022-07-09,44.83,60.81,44.9,63.38,62.23,72.07
2022-07-10,44.48,53.64,56.46,67.0,58.7,78.3
2022-07-11,76.87,54.34,51.02,43.63,72.27,75.76
2022-07-12,45.41,79.17,41.28,79.03,72.18,68.04
2022-07-13,64.6,60.15,76.91,46.03,70.35,41.98
2022-07-14,77.28,40.34,79.4,58.36,53.09,45.6
2022-07-15,76.49,49.56,68.74,49.66,54.97,66.95
2022-07-16,58.46,64.03,52.52,48.07,69.61,50.14
2022-07-17,50.82,79.13,70.49,76.32,40.24,54.83
2022-07-18,77.04,56.95,55.93,54.7,46.13,44.51
2022-07-19,64.19,71.3,70.61,79.52,68.9,55.49
2022-07-20,71.31,55.85,67.94,54.41,45.99,40.54
2022-07-21,77.97,68.72,51.23,75.09,77.29,48.22
2022-07-22,73.78,74.44,43.88,48.72,40.9,67.99
2022-07-23,40.48,69.59,65.78,48.19,63.32,71.33
2022-07-24,59.13,69.24,52.88,62.81,54.33,54.63
2022-07-25,69.74,72.81,59.6,49.83,42.83,66.24
2022-07-26,44.11,70.96,61.32,70.17,60.35,76.14
2022-07-27,47.83,50.51,43.85,69.19,59.53,43.47
2022-07-28,46.64,48.2,41.93,77.8,65.7,53.57
2022-07-29,45.67,50.08,79.13,60.21,70.9,57.91
2022-07-30,76.99,62.77,55.51,40.58,72.98,55.01
2022-07-31,77.63,72.3,51.13,44.59,63.7,66.63
2022-08-01,50.61,42.02,53.5,67.31,62.75,50.92
2022-08-02,78.28,52.95,52.02,54.1,65.41,71.96
2022-08-03,49.47,44.44,63.16,75.49,75.14,63.3
2022-08-04,67.86,47.33,71.49,62.14,41.58,59.1
2022-08-05,73.5,59.38,78.77,67.61,71.97,43.46
2022-08-06,78.98,64.26,40.79,63.18,46.38,52.66
2022-08-07,44.66,64.12,48.06,66.84,53.28,72.87
2022-08-08,54.59,68.01,54.18,71.63,64.16,73.23
2022-08-09,46.27,66.12,47.65,79.86,44.31,75.36
2022-08-10,50.31,40.31,60.33,48.09,62.42,67.24
2022-08-11,41.17,65.2,53.4,46.71,63.6,67.32
2022-08-12,47.93,59.33,42.71,64.15,79.57,47.19
2022-08-13,79.11,53.14,70.09,59.85,46.64,40.67
2022-08-14,65.8,76.45,78.53,53.18,51.74,65.66
2022-08-15,48.59,58.81,40.45,63.85,61.75,77.25
2022-08-16,43.71,79.89,55.95,56.62,59.3,63.13
2022-08-17,64.85,61.17,58.5,47.34,53.95,47.95
2022-08-18,45.78,53.65,70.39,67.66,79.27,61.02
2022-08-19,41.48,70.55,78.62,66.44,63.71,57.43
2022-08-20,70.11,74.76,68.89,74.09,62.38,79.45
2022-08-21,57.22,62.13,60.06,42.32,67.76,61.74
2022-08-22,63.59,56.14,40.89,43.66,78.1,50.99
2022-08-23,78.52,58.72,56.82,60.77,79.04,53.9
2022-08-24,62.38,61.23,47.77,45.3,55.24,71.19
2022-08-25,69.13,46.2,78.45,66.43,50.47,71.26
2022-08-26,75.79,43.04,49.39,78.86,66.46,61.21
2022-08-27,53.76,64.98,50.29,61.96,70.08,46.44
2022-08-28,78.58,41.78,42.61,65.17,65.54,56.63
2022-08-29,76.79,58.35,57.86,60.79,47.99,54.04
2022-08-30,74.52,57.48,52.66,40.29,68.4,54.09
2022-08-31,48.21,47.76,78.76,42.52,76.09,52.54
2022-09-01,49.11,73.41,47.64,59.08,77.96,57.73
2022-09-02,65.66,71.8,55.5,51.08,68.28,73.6
2022-09-03,43.25,64.1,44.43,59.22,55.89,53.49
2022-09-04,61.61,49.16,43.42,46.25,77.05,50.88
2022-09-05,72.14,50.37,46.35,72.0,66.22,59.5
